orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
559106-9314,Ystad Smycken & Klockor AB,Ystad Smycken & Klockor AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel; Reparatörer",Skåne,Ystad,Ystad,271 34,Stora Östergatan 29,3293000,2025-02,in_band,true,3,,,,,,https://www.allabolag.se/foretag/ystad-smycken-och-klockor-ab/ystad/-/2KGS0OYI63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Ystad%20Smycken%20%26%20Klockor%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556466-1915,Leksakslagret E-Produkter Aktiebolag,Leksakslagret E-Produkter Aktiebolag,Leksaker,Detaljhandel - annat,Detaljhandel - annat; Detaljhandel; Postorder/e-handel,Västra Götaland,Tibro,Tibro,543 35,Mariestadsvägen 25,3291000,2025-04,in_band,true,1,,,,,,https://www.allabolag.se/foretag/leksakslagret-e-produkter-aktiebolag/tibro/-/2K120M3I63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Leksakslagret%20E-Produkter%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559199-2440,Robert Eriksson Service AB,Robert Eriksson Service AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer,Stockholm,Huddinge,Skogås,142 52,Rökslingan 22 a,3256000,2025-04,in_band,true,3,,,,,,https://www.allabolag.se/foretag/robert-eriksson-service-ab/huddinge/-/2KHBSZCI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Robert%20Eriksson%20Service%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559475-1769,Hudvårdscenter Ystad AB,Hudvårdscenter Ystad AB,Hudvård,Hudvårdsprodukter,"Hudvårdsprodukter; Kosmetik, parfym och frisörartiklar; Detaljhandel; Butikshandel; Postorder/e-handel; Hälsotjänster",Skåne,Ystad,Ystad,271 41,Jennygatan 3,3256000,2025-08,in_band,true,2,,,,,,https://www.allabolag.se/foretag/hudvardscenter-ystad-ab/ystad/-/2KIYY3DI63IH6,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hudv%C3%A5rdscenter%20Ystad%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556418-4157,Ranungers El- och Trädgårdsservice AB,Ranungers El- och Trädgårdsservice AB,Trädgård,Trädgårdsanläggningar,Trädgårdsanläggningar; Parkanläggningar,Värmland,Sunne,ROTTNEROS,68694,Tonerud 172,3251000,2024-12,in_band,true,4,,0703-374717,johan.ranunger@telia.com,,,https://www.allabolag.se/foretag/ranungers-el-och-tradgardsservice-ab/sunne/-/2K0RRZ1I5YI51,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Ranungers%20El-%20och%20Tr%C3%A4dg%C3%A5rdsservice%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559480-0616,Arboga skor och mode AB,Arboga skor och mode AB,Mode,Skor - detaljister,"Skor - detaljister; Detaljhandel; Butikshandel; Kläder, skor; Konfektion",Västmanland,Arboga,Arboga,732 30,Ahllöfsgatan 17,3239000,2025-08,in_band,true,2,,,,,,https://www.allabolag.se/foretag/arboga-skor-och-mode-ab/arboga/-/2KIZZS8I63IKK,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Arboga%20skor%20och%20mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556726-8932,Arvika Hälsokost AB,Arvika Hälsokost AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Värmland,Arvika,Arvika,671 31,Storgatan 33,3191000,2025-04,in_band,true,1-4,,057013635,,,,https://www.allabolag.se/foretag/arvika-halsokost-ab/arvika/-/2K2LW78I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Arvika%20H%C3%A4lsokost%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Rosenlag AB,Rosenlag AB,Mode | Trädgård,Byggmästare,"Byggmästare; Swimming-, bubbelpooler, SPA-utrustning; Virke och byggvaror; Detaljhandel; Butikshandel; Grossister; Växtservice, kontorsservice",Stockholm,Södertälje,Södertälje,151 60,Getingstigen 3,3173000,2024-12,in_band,true,1-4,,+46 73 951 23 96,info@rosenlag.se,https://www.rosenlag.se/,https://www.rosenlag.se/,https://www.allabolag.se/foretag/rosenlag-ab/sodertalje/-/2KIWP58I5YDDT,already_present,,,rosenlag.se,info@rosenlag.se,https://rosenlag.se,static,no,,,,,,,,,,,,,,,no,,5,has_identity,
559423-0285,Hansson Brothers AB,Hansson Brothers AB,Skor,Skor,"Konfektion; Kläder; Grossister; Detaljhandel; Postorder/e-handel; Kläder, skor; Sport; Skolor och utbildning; Skor; Läder och lädervaror; Reparatörer",Skåne,Malmö,Malmö,211 34,Södergatan 9,3152000,2025-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/hansson-brothers-ab/malmo/-/2KINRPPI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hansson%20Brothers%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559197-3564,S.A.Norberg Mode AB,S.A.Norberg Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Stockholm,Stockholm,Hässelby,165 63,Persikogatan 10,3151000,2025-06,in_band,true,1,,,,,,https://www.allabolag.se/foretag/s-a-norberg-mode-ab/stockholm/-/2KHBEF0I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=S.A.Norberg%20Mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,MG HUDVÅRD,MG Hudvård AB,Hudvård,Hudvårdsprodukter,Hudvårdsprodukter,Norrbotten,Luleå,Luleå,972 31,Kungsgatan 25 b,3129000,2025-08,in_band,true,2,,+46 70 396 13 89,,,http://www.mghudvard.se/,https://www.allabolag.se/foretag/mg-hudvard-ab/lulea/-/2KGXMXLI63IH6,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mg+hudv%C3%A5rd+ab/lule%C3%A5/flqqbzhlc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,mghudvard.se,info@mghudvard.se,https://www.mghudvard.se/kontakt,browser,no,,,main@https://www.mghudvard.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,5,has_identity,
559063-0157,Vinsas Mode AB,Vinsas Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Norrbotten,Överkalix,Överkalix,956 31,Tvärgatan 4,3081000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/vinsas-mode-ab/overkalix/-/2KGILU5I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Vinsas%20Mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556453-4260,Pikant Mode i Arvika Aktiebolag,Pikant Mode i Arvika Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Värmland,Arvika,Arvika,671 31,Torggatan 6 Bv,3080000,2025-08,in_band,true,1,,057013040,,,,https://www.allabolag.se/foretag/pikant-mode-i-arvika-aktiebolag/arvika/-/2K0ZA44I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Pikant%20Mode%20i%20Arvika%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Åsas Konsult och Hudvård AB,Hudvård,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Detaljhandel; Butikshandel",Norrbotten,Piteå,Piteå,941 37,Kolmilavägen 17,3071000,2025-12,in_band,true,1-4,,+46 70 315 60 98,,,https://www.asashudvard.com/,https://www.allabolag.se/foretag/asas-konsult-och-hudvard-ab/pitea/-/2KJ159PI63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/%C3%A5sas+hudv%C3%A5rd+ab/pite%C3%A5/acrsxdcp | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,asashudvard.com,asashudvard@gmail.com,https://asashudvard.com/support,browser,no,product_cards; sampled_3,,main@https://asashudvard.com/:productCards(12) | main@https://asashudvard.com/:samplingRan(sampled=3) | sampleURL@https://asashudvard.com/tidigare-resultat/kund-1:status=200 | sampleURL@https://asashudvard.com/tidigare-resultat/kund-2:status=200 | sampleURL@https://asashudvard.com/tidigare-resultat/kund-3:status=200,,,,,,,,,,,,no,,0,not_webshop,
556048-0096,Klockan & Smycket Lexholms AB,Klockan & Smycket Lexholms AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Skåne,Burlöv,Arlöv,232 37,Kronetorpsvägen 2,3066000,2025-12,in_band,true,3,,,,,,https://www.allabolag.se/foretag/klockan-och-smycket-lexholms-ab/burlov/-/2JYKDWGI63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Klockan%20%26%20Smycket%20Lexholms%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556217-3152,UVX Smycken & Piercing AB,UVX Smycken & Piercing AB,Smycken,Detaljhandel - annat,Detaljhandel - annat; Detaljhandel; Butikshandel -övrigt,Västra Götaland,Göteborg,Göteborg,417 30,Krokegårdsgatan 5,3049000,2025-12,in_band,true,1-4,,033417300,,,,https://www.allabolag.se/foretag/uvx-smycken-och-piercing-ab/goteborg/-/2JZKO9SI63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=UVX%20Smycken%20%26%20Piercing%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556255-4146,Micelle Mode Aktiebolag,Micelle Mode Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Stockholm,Nacka,Saltsjö-Boo,132 30,Ormingeplan 1-3,3042000,2025-04,in_band,true,2,,087154030,,,,https://www.allabolag.se/foretag/micelle-mode-aktiebolag/nacka/-/2JZSU8YI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Micelle%20Mode%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559202-8111,Heimarks Mode AB,Heimarks Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Kalmar,Nybro,Nybro,382 40,Hornsgatan 8,3030000,2025-08,in_band,true,1,,,,,,https://www.allabolag.se/foretag/heimarks-mode-ab/nybro/-/2KHCKI7I63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Heimarks%20Mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559148-6906,Högdalens Leksaker AB,Högdalens Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Stockholm,Stockholm,Bandhagen,124 54,Högdalsgången 13,3026000,2025-04,in_band,true,2,,,,,,https://www.allabolag.se/foretag/hogdalens-leksaker-ab/stockholm/-/2KH0YWQI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=H%C3%B6gdalens%20Leksaker%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556509-0262,CSR LeKsaKer i Malmö AB,CSR LeKsaKer i Malmö AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Skåne,Malmö,Bunkeflostrand,218 38,Buskmätaregatan 5,3014000,2025-06,in_band,true,1-4,,,,,,https://www.allabolag.se/foretag/csr-leksaker-i-malmo-ab/malmo/-/2K1B74MI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=CSR%20LeKsaKer%20i%20Malm%C3%B6%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556590-2219,Mastex Heminredning AB,Mastex Heminredning AB,Heminredning,"Möbler, inredning, kök- och belysningsutrustning","Möbler, inredning, kök- och belysningsutrustning; Textilier; Detaljhandel; Butikshandel",Gävleborg,Ockelbo,Ockelbo,816 30,Rabovägen 16,3009000,2025-04,in_band,true,2,,065010000,,,,https://www.allabolag.se/foretag/mastex-heminredning-ab/ockelbo/-/2K1SLMZI63IJH,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Mastex%20Heminredning%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559126-9872,Klockor & Smycken vid Vänern AB,Klockor & Smycken vid Vänern AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel; Reparatörer",Västra Götaland,Mariestad,Mariestad,542 37,Kungsgatan 7,2992000,2025-09,in_band,true,2,,,,,,https://www.allabolag.se/foretag/klockor-och-smycken-vid-vanern-ab/mariestad/-/2KGWBG0I63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Klockor%20%26%20Smycken%20vid%20V%C3%A4nern%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559011-7759,DAVID's Bygg och Heminredning AB,DAVID's Bygg och Heminredning AB,Heminredning,Möbler,Möbler; Möbler - Produktion; Producenter; Konsulter; Teknikkonsulter; Byggentreprenader-Infrastruktur; Reparatörer,Stockholm,Huddinge,Huddinge,141 30,Videvägen 27,2987000,2024-12,in_band,true,3,,,,,,https://www.allabolag.se/foretag/david-s-bygg-och-heminredning-ab/huddinge/-/2KG7MGVI5YGJV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=DAVID's%20Bygg%20och%20Heminredning%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556736-4947,Charmant Mode & Accessoarer AB,Charmant Mode & Accessoarer AB,Mode,Belysningsarmatur - Komponenter,Belysningsarmatur - Komponenter; Grossister,Stockholm,Stockholm,Stockholm,113 67,Alfhild Tamms Gata 6 Lgh 1502,2981000,2024-12,in_band,true,0,,08211888,,,,https://www.allabolag.se/foretag/charmant-mode-och-accessoarer-ab/stockholm/-/2K2NYABI5YCO4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Charmant%20Mode%20%26%20Accessoarer%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556868-8443,Ljung Hudvård AB,Ljung Hudvård AB,Hudvård,"Kemikalier, industrikemikalier - tillverkning","Kemikalier, industrikemikalier - tillverkning; Kemikalier, industrikemikalier; Producenter; Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel; Hälsotjänster",Västerbotten,Sorsele,Sorsele,924 32,Strandvägen 26,2960000,2024-12,in_band,true,3,,,,,,https://www.allabolag.se/foretag/ljung-hudvard-ab/sorsele/-/2K3GBI3I63IHZ,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Ljung%20Hudv%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559344-4093,Olivia of Sweden AB,Olivia of Sweden AB,Skor,Skor,"Skor - detaljister; Detaljhandel; Butikshandel; Kläder, skor; Läder, skor, inredning, reseeffekter och textilier; Postorder/e-handel; Skor; Skor och tillbehör - produktion; Producenter",Stockholm,Stockholm,Stockholm,,,2957000,2024-12,in_band,true,1-4,,,,,,https://www.allabolag.se/foretag/olivia-of-sweden-ab/stockholm/-/2KI6X31I5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Olivia%20of%20Sweden%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556106-2810,Aktiebolaget Karlskoga Trätoffelfabrik,Aktiebolaget Karlskoga Trätoffelfabrik,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Örebro,Karlskoga,Karlskoga,691 38,Ekebyvägen 1,2950000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/aktiebolaget-karlskoga-tratoffelfabrik/karlskoga/-/2JYWVIYI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Aktiebolaget%20Karlskoga%20Tr%C3%A4toffelfabrik%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559272-6052,Filip Sko & Nyckelservice AB,Filip Sko & Nyckelservice AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer,Skåne,Helsingborg,Ödåkra,254 69,Marknadsvägen 9,2931000,2025-08,in_band,true,3,,,,,,https://www.allabolag.se/foretag/filip-sko-och-nyckelservice-ab/helsingborg/-/2KHRJ1GI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Filip%20Sko%20%26%20Nyckelservice%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556823-2028,Lise J Mode & Present AB,Lise J Mode & Present AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor; Finansbolag, finansiella tjänster; Värdepappershandel",Västra Götaland,Vara,Vedum,534 60,Vedum Måsagården 2,2930000,2025-08,in_band,true,2,,0735298742,,,,https://www.allabolag.se/foretag/lise-j-mode-och-present-ab/vara/-/2K36JBWI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lise%20J%20Mode%20%26%20Present%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556716-1962,Cissi & Lotta Mode AB,Cissi & Lotta Mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Kronoberg,Ljungby,Ljungby,341 36,Drottninggatan 36,2921000,2025-04,in_band,true,2,,,,,,https://www.allabolag.se/foretag/cissi-och-lotta-mode-ab/ljungby/-/2K2JLNUI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Cissi%20%26%20Lotta%20Mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Ekonominavigation i Karlskrona AB,Mode,"Redovisning, bokföring","Redovisning, bokföring; Företagsutveckling; Skatterådgivning",Blekinge,Karlskrona,Karlskrona,371 33,Norra Smedjegatan 2,2914000,2024-12,in_band,true,3,,+46 455 69 49 80; +46 70 935 28 52; +46 70 877 85 10,info@ekonominavigation.se,https://www.ekonominavigation.se/,https://www.ekonominavigation.se/,https://www.allabolag.se/foretag/ekonominavigation-i-karlskrona-ab/karlskrona/-/2K1R5FCI5YGRY,already_present,,,ekonominavigation.se,info@ekonominavigation.se; filip.issal@ekonominavigation.se; maria@ekonominavigation.se,https://www.ekonominavigation.se/kontakt,browser,no,product_cards,,main@https://www.ekonominavigation.se/:productCards(4) | main@https://www.ekonominavigation.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,0,not_webshop,
