orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556365-6866,Combimed AB,Combimed AB,70200,,70200,KUNGSÖR,73631,BOX 158,"Aktiebolaget ska köpa och sälja medicinsk utrustning och kläder för personal inom vård och omsorg samt sportartiklar. Handel och reparationer av verktygsmaskiner, fordon, fordonsdelar och fordonsrelaterade maskiner samt personaluthyrning. Inköp, försäljning, uppfödning samt utbildning av hästar.",1989-07-07,active,,,,,,,,,
556365-6924,Advokat Claes Hagberg AB,Advokat Claes Hagberg AB,69101,,69101,LIDINGÖ,18151,VALHALLAVÄGEN 12,Bolagets verksamhet är uteslutande att driva advokatverksamhet.,1989-07-20,active,,,,,,,,,
556356-8814,Halldeberg Elkonsult Aktiebolag,Halldeberg Elkonsult Aktiebolag,71123,,71123,VÄRNAMO,33153,SILKESVÄGEN 10,Bolaget skall bedriva elektriska konsultationer ävensom idka därmed förenlig verksamhet.,1989-04-24,active,,,,,,,,,
556360-5301,Bohlinsgruppen Aktiebolag,Bohlinsgruppen Aktiebolag,69202,,69202,STOCKHOLM,10127,BOX 382,Bolagets verksamhet skall omfatta yrkesmässig revision och därmed förenlig verksamhet.,1989-05-12,active,,,,,,,,,
556374-8218,Olympia Ekonomikonsult AB,Olympia Ekonomikonsult AB,69201,,69201,HELSINGBORG,25220,KULLAGATAN 37,Aktiebolagets verksamhet ska vara förvaltning och handel med aktier och värdepapper samt konsultation inom ekonomi och redovisning.,1989-10-27,active,,,,,,,,,
556376-6665,Kristinehamns Murarteknik Aktiebolag,Kristinehamns Murarteknik Aktiebolag,41000,,41000,KRISTINEHAMN,68191,Vassgårda Norrholm,"Bolaget skall bedriva byggnadsrörelse och handel med byggnads- material, äga och förvalta fastigheter och därmed förenlig verksamhet.",1989-11-10,active,,,,,,,,,
556365-2071,Industri & Terminalanläggningar i Väst AB,Industri & Terminalanläggningar i Väst AB,41000,,41000,GÖTEBORG,41746,BÖNEKULLEVÄGEN 6,"Bolaget skall bedriva byggnadsrörelse, äga, förvalta och driva handel med fast egendom och värdepapper samt idka därmed förenlig verksamhet.",1989-07-26,active,,,,,,,,,
556349-4318,BQ-Konsult Aktiebolag,BQ-Konsult Aktiebolag,70200,,70200; 85594,TROLLHÄTTAN,46198,LINDVEDEN 81,"Bolaget skall bedriva verksamhet i psykologi, ge kurser och föreläsningar i psykologi och ledarskap samt idka annan därmed förenlig verksamhet.",1989-01-21,active,,,,,,,,,
556349-5083,Bengt Skoglund Entreprenad Aktiebolag,Bengt Skoglund Entreprenad Aktiebolag,43120,,43120,SKÄLLINGE,43299,RÄVASTORP 9,Bolaget skall bedriva gräv och markarbeten med entreprenad- maskiner samt maskinreparationer ävensom idka därmed förenlig verksamhet.,1989-01-13,active,,,,,,,,,
556358-0389,Revelino Lennart Nilsson AB,Revelino Lennart Nilsson AB,69201,,69201,SÖLVESBORG,29477,SAXAVÄGEN 1,Föremålet för bolagets verksamhet är att bedriva redovisning och revisionsverksamhet och därmed förenlig verksamhet.,1989-05-12,active,,,,,,,,,
556362-9723,Erik Kåbring Aktiebolag,Erik Kåbring Aktiebolag,43120,,43120,FLEN,64221,BOX 34,"Bolaget ska bedriva gräv- och schaktentreprenad rörelse, fastighetsförvaltning och därmed förenlig verksamhet.",1989-06-08,active,,,,,,,,,
556360-5582,Staffan Lorentzons El Aktiebolag,Staffan Lorentzons El Aktiebolag,43210,,43210,JÖNKÖPING,55650,GODSVÄGEN 2,Bolaget skall utföra elinstallationer samt idka därmed förenlig verksamhet.,1989-05-23,active,,,,,,,,,
556273-2809,Svarte Logistik AB,Svarte Logistik AB,49410,,49410,YSTAD,27192,BANJOGRÄND 4,"Föremålet för bolagets verksamhet är att bedriva förmedling av tjänster, främst inom redovisning, förvaltning av värdepapper, försäkringsärenden och därmed förenlig verksamhet.",1986-02-27,active,,,,,,,,,
556362-6752,Trämontören i Stockholm Aktiebolag,Trämontören i Stockholm Aktiebolag,43320,,43320,ÄLTA,13836,ERSTAVIKSVÄGEN 35,Bolaget skall bedriva snickeri och monteringsverksamhet samt idka därmed förenlig verksamhet.,1989-06-26,active,,,,,,,,,
556275-2385,Hans Eliassons El Aktiebolag,Hans Eliassons El Aktiebolag,43210,,43210,VÄSTRA FRÖLUNDA,42668,BRANDMANSGATAN 3,Bolaget skall utföra elektriska installationer och reparationer samt idka därmed förenlig verksamhet.,1986-05-12,active,,,,,,,,,
556375-1634,City Fastigheter i Edsbyn AB,City Fastigheter i Edsbyn AB,43221,,43221; 68202; 68203,EDSBYN,82832,VERKSTADSVÄGEN 1,"Bolaget skall äga och förvalta fastigheter och värdepapper, bedriva rörinstallationer och försälja rörmaterial, ävensom idka därmed förenlig verksamhet.",1989-10-27,active,,,,,,,,,
556279-6663,LR Revision Falun/Leksand AB,LR Revision Falun/Leksand AB,69201,,69201; 69202,FALUN,79116,BOX 498,"Bolaget skall bedriva revision, redovisning, ekonomisk rådgivning och därmed förenlig verksamhet.",1986-06-16,active,,,,,,,,,
556347-6372,BA Statistiksystem Aktiebolag,BA Statistiksystem Aktiebolag,70200,,70200,VINTROSA,71993,NORRHAGEVÄGEN 30,Bolaget skall utveckla och implementera statistiska analysmodeller för företagsstyrning samt därmed förenlig verksamhet.,1989-02-11,active,,,,,,,,,
556374-4878,AB Hallingshagen,AB Hallingshagen,69201,,69201,TROSA,61992,HUNGA HALLINGSHAGEN,Bolaget ska sälja redovisningstjänster och transporttjänster samt hyra ut stallplatser och ridhus.,1989-10-19,active,,,,,,,,,
556352-3744,TL Teknik i Södertälje Aktiebolag,TL Teknik i Södertälje Aktiebolag,43991,,43991,SÖDERTÄLJE,15242,LÄNNOCKVÄGEN 1,"Bolaget skall bedriva lastbilstransporter och renhållning, viss uthyrning av byggnadsmaskiner, annan därmed förenlig verksamhet och äga och förvalta värdepapper och fastigheter samt uthyrning av personal.",1989-03-06,active,,,,,,,,,
556376-6186,Sten och Plattentreprenader i Örebro AB,Sten och Plattentreprenader i Örebro AB,43999,,43999,ÖREBRO,70227,VERKSTADSGATAN 2,Bolaget ska bedriva sten- och plattmonteringsarbeten samt försäljning av sten och plattsättningsmaterial och därmed förenlig verksamhet.,1989-12-06,active,,,,,,,,,
556353-0350,Nordenstam Konsult AB,Nordenstam Konsult AB,70200,,70200,BANKERYD,56433,KORTEBOVÄGEN 49,"Aktiebolaget ska bedriva konsultverksamhet inom områdena administration och marknadsföring, tillverkning och försäljning av konstföremål samt därmed förenlig verksamhet.",1989-04-03,active,,,,,,,,,
556384-5584,Nocardo Aktiebolag,Nocardo Aktiebolag,70200,,70200; 85599,VÄSTERÅS,72219,KOPPARBERGSVÄGEN 45,"Bolaget skall bedriva bokförlag samt därmed förenlig verksamhet, handel och förvaltning av värdepapper samt fast egendom, konsultverksamhet inom affärsutveckling, import och export av textilier, bijouterier samt heminredningsartiklar.",1990-02-15,active,,,,,,,,,
556383-5767,C.L Trägolvservice AB,C.L Trägolvservice AB,43330,,43330,MALMÖ,21243,NORRA BULLTOFTAVÄGEN 65,"Bolaget skall bedriva verksamhet inom branschen bygg - avseende golvservice, så som slipning av alla sorters trägolv miljöoljebehandling lut och lackbehandlingar samt underhåll och reparationer av alla slags trägolv. Företaget skall vara återförsäljare av trägolv och tillbehör. Företaget åtta sig även uppdrag inom bransch personaluthyrning inom bygg & anläggnings samt industri.  Bolaget skall även vara agentur med omfattning för hela Norden att sälja jakt- och safariresor till Zambia.",1990-01-11,active,,,,,,,,,
556385-0253,Ove Janssons Gräv Aktiebolag,Ove Janssons Gräv Aktiebolag,43120,,43120; 68203,BJURSÅS,79021,REXBO 21,Bolaget skall utföra gräv- och schakttjänster ävensom idka därmed förenlig verksamhet.,1990-01-22,active,,,,,,,,,
556365-9068,Björn Brogren Måleri Aktiebolag,Björn Brogren Måleri Aktiebolag,43341,,43341; 68203,BORLÄNGE,78472,ISLINGBYVÄGEN 25,Bolaget skall bedriva måleriverksamhet ävensom idka därmed förenlig verksamhet.  Bolaget skall bedriva fastighetsförvaltning samt därmed förenlig verksamhet.,1989-07-10,active,,,,,,,,,
556385-3489,Projekt Consult Christian Holmgren Aktiebolag,Projekt Consult Christian Holmgren Aktiebolag,71122,,71122; 46491; 47634,HALMSTAD,30272,GRÖNADALSVÄGEN 7,"Föremålet för bolagets verksamhet är bedriva konsultverksamhet inom byggsektorn, industriell teknik och företagsadministration, handel med industriella förnödenheter till plast- och metallindustrin. Bolaget ska även bedriva parti- och webbhandel med fritidsprodukter och därmed förenlig verksamhet",1990-02-27,active,,,,,,,,,
556363-7130,Isolering Akustik i Västerås Aktiebolag,Isolering Akustik i Västerås Aktiebolag,43230,,43230,VÄSTERÅS,72137,TRANSFORMATORGATAN 9,"Bolaget ska utföra byggnadsarbeten såsom reparaton och invändiga montage av väggar och tak, rörisolering, undertaks- montage och värdepappershandel samt därmed förenlig verksamhet.",1989-06-20,active,,,,,,,,,
556364-6081,Byggproduktioner i Lund AB,Byggproduktioner i Lund AB,41000,,41000; 46831; 71121,LUND,22421,BOX 24005,"Bolaget skall bedriva byggnadsverksamhet, konsultationer inom byggnadsbranschen samt idka därmed förenlig verksamhet.",1989-07-19,active,,,,,,,,,
556393-8546,Iserås på Österlen AB,Iserås på Österlen AB,49410,,49410; 96210; 55202; 47792; 56110,BORRBY,27635,HÖRUPSVÄGEN 118,"Aktiebolaget skall bedriva transporter, åkeriverksamhet, fastighetsservice, måleri- och snickeriarbeten, trädgårdsarbeten, gräv- och schaktarbeten, uthyrning av grävmaskin, frisörverksamhet, utföra reparationer och service av bilar. Bolaget skall även bedriva handel med antikviteter, konst och kuriosa, rumsuthyrning, restaurang och caféverksamhet samt personaluthyrning inom samtliga ovanstående områden. Med nämnda verksamheter därmed förenlig verksamhet.",1990-04-11,active,,,,,,,,,
556367-3648,SOLBERGA KONSULT & INSTALLATIONSBYRÅ VVS Aktiebolag,SOLBERGA KONSULT & INSTALLATIONSBYRÅ VVS Aktiebolag,43221,,43221,TYRESÖ,13553,KUMLA ALLÉ 16  LGH 1202,"Bolaget skall bedriva arbeten, företrädes VVS-installationer, och konsultverksamhet inom byggnadsbranschen samt därmed förenlig verksamhet.",1989-10-26,active,,,,,,,,,
556395-7991,N.E Konstruktioner Aktiebolag,N.E Konstruktioner Aktiebolag,71122,,71122,NORSJÖ,93531,NÖTARVÄGEN 3,Bolaget ska bedriva utveckling och konstruktion av utrustning för elektronisk processtyrning inom industrin samt uthyrning av arbetskraft och service av maskienr och fordon jämte därmed förenlig verksamhet.,1990-05-10,active,,,,,,,,,
556393-9585,ECANTIL PLAN Aktiebolag,ECANTIL PLAN Aktiebolag,71124,,71124,VÄRNAMO,33134,JÖNKÖPINGSVÄGEN 2 B LGH 1501,Bolaget skall bedriva konsultativ verksamhet inom energisektorn samt därmed förenlig verksamhet.,1990-05-03,active,,,,,,,,,
556301-4850,"Bygg- och Projektekonomi, Per-Arne Johansson Aktiebolag","Bygg- och Projektekonomi, Per-Arne Johansson Aktiebolag",70200,,70200,ENKÖPING,74599,KUNGS-HUSBY STAXHAMMAR 15,"Bolaget skall bedriva uppdragsverksamhet och sälja tjänster med inriktning på byggnadsekonomi, fastighetsförvaltning och friskvård. Utöver detta skall bolaget äga och förvalta aktier och bedriva därmed förenlig verksamhert.",1987-09-08,active,,,,,,,,,
556400-9818,C. Carlsson Consultants Sweden AB,C. Carlsson Consultants Sweden AB,71122,,71122,KISTA,16446,KRONBORGSGRÄND 16  LGH 1202,Aktiebolaget ska driva konsultverksamhet inom process- och miljöteknikområdet.,1990-07-06,active,,,,,,,,,
556303-4551,Tommy Erikssons Åkeri Aktiebolag,Tommy Erikssons Åkeri Aktiebolag,49410,,49410,ÅRJÄNG,67294,HOLMERUD FURUHÄLL,Bolaget ska bedriva åkeriverksamhet handel med fordon och maskiner äga och förvalta fast egendom samt värdepapper och därmed förenlig verksamhet.,1987-08-27,active,,,,,,,,,
556380-5455,Prosystem Aktiebolag,Prosystem Aktiebolag,43221,,43221,GÄVLE,80434,VIKINGAVÄGEN 21,"Bolaget skall bedriva rörmontage, svets- och mekaniska arbeten, installation och service inom VVS-området, handel med värdepapper, fastighetsförvaltning samt därmed förenlig verksamhet.",1989-12-15,active,,,,,,,,,
556382-0140,D P Skogs Aktiebolag,D P Skogs Aktiebolag,49410,,49410,STÖLLET,68051,VÄRNÄS 42,"Bolaget skall bedriva virkestransporter, avverkningar, markberedning, grävningsarbeten, handel med skogsråvara samt därmed förenlig verksamhet.",1990-01-08,active,,,,,,,,,
556385-2515,Elektrotjänst Ifver Aktiebolag,Elektrotjänst Ifver Aktiebolag,43210,,43210; 43341; 41000,BOVALLSTRAND,45647,BÄRBYDALSGATAN 2,Bolagets verksamhet består i elinstallationer samt försäljning av elektriska produkter och därmed förenlig verksamhet. Bolaget skall även direkt eller indirekt äga och förvalta fastigheter.,1990-01-30,active,,,,,,,,,
556312-8643,Mühlenbock & Co Aktiebolag,Mühlenbock & Co Aktiebolag,70200,,70200,STOCKHOLM,11556,TULLVAKTSVÄGEN 2,"Aktiebolaget ska bedriva konsultativ verksamhet i företags- ekonomiska frågor, äga och förvalta lös och fast egendom samt bedriva annan därmed förenlig verksamhet.",1987-12-09,active,,,,,,,,,
556389-9250,Högsbols Montage AB,Högsbols Montage AB,41000,,41000,BOLLEBYGD,51734,KUNGSBACKAVÄGEN 65,"Bolaget skall bedriva byggnadsrörelse, handel med byggmaterial och fastigheter ävensom annan därmed förenlig verksamhet.",1990-03-10,active,,,,,,,,,
556391-8068,PAB i Örebro AB,PAB i Örebro AB,71121,,71121; 71124,ÖREBRO,70225,ORVAR BERGMARKS PLATS 1,"Bolaget skall bedriva konsulttjänster inom bygg och vvs, handel med värdepapper, handel med fastigheter och fastighetsförvaltning samt idka därmed förenlig verksamhet.",1990-06-07,active,,,,,,,,,
556384-4983,Aktiebolaget Sösdala Kyrkoreparationer,Aktiebolaget Sösdala Kyrkoreparationer,43341,,43341,TORMESTORP,28146,ÅDALSVÄGEN 17,"Bolaget skall driva kyrkoreparationer, köp och försäljning av fastigheter samt därmed förenlig verksamhet.",1990-01-29,active,,,,,,,,,
556412-2033,FREBES EL AKTIEBOLAG,FREBES EL AKTIEBOLAG,43210,,43210,TÄBY,18751,MAJVÄGEN 26,"Bolaget skall bedriva konstruktion och installation av mekaniska och elektriska komponenter för villa och industri, värdepappershandel samt fastighetsförvaltning ävensom idka därmed förenlig verksamhet.",1990-11-21,active,,,,,,,,,
556394-6549,Strittje Aktiebolag,Strittje Aktiebolag,70200,,70200; 02200; 47789,ARVIDSJAUR,93399,STRITTJOMVARE 11,"Bolaget skall bedriva skogsentreprenadverksamhet, handel med fast egendom, aktier och värdepapper, samt utbildningsverksamhet, främst inom området ekonomi. Vidare ska bolaget bedriva verksamhet kring upplevelse turism samt därmed förenlig verksamhet",1990-07-05,active,,,,,,,,,
556423-4002,Primus-Företagen Aktiebolag,Primus-Företagen Aktiebolag,41000,,41000,DANDERYD,18212,BOX 136,Bolaget skall driva informationsverksamhet inom miljöfrågor samt entreprenadverksamhet inom sektorerna industriunderhåll och byggverksamhet.,1991-04-18,active,,,,,,,,,
556400-4041,LG Lönns Buss Aktiebolag,LG Lönns Buss Aktiebolag,49390,,49390,SÖDERHAMN,82640,VÄRMLANDSVÄGEN 8,"Bolaget skall bedriva beställningstrafik, arrangera resor, uppfödning och hållande av travhästar för tävling, ävensom äga och förvalta fastigheter, aktier och andelar samt därmed förenlig verksamhet.",1990-07-02,active,,,,,,,,,
556351-4263,Entreprenad Lars Törnblom Aktiebolag,Entreprenad Lars Törnblom Aktiebolag,43120,,43120; 43110,MORA,79292,BORSTNÄSVÄGEN 20,"Bolaget ska utföra entreprenadarbeten, transport av avfall, åkeriverksamhet, handel med jord och grus, rivningsarbeten av hus, uthyrning samt handel av entreprenadmaskiner, samt konsultverksamhet inom data, ekonomi, affärsutveckling samt webb- och informationsproduktion samt äga och förvalta fastigheter, aktier och värdepapper och därmed förenlig verksamhet.",1989-02-22,active,,,,,,,,,
556368-1922,Folkesson Collman Invest Aktiebolag,Folkesson Collman Invest Aktiebolag,70200,,70200,BROMMA,16850,GUSTAF LUNDBERGS VÄG 10,"Bolaget skall bedriva handel med värdepapper, terminskontrakt och optioner. Bolaget skall bedriva förvaltning av fastigheter genom ägande av fastigheter eller andelar i fastighetsbolag, bedriva hästsport och hästavelsverksamhet genom ägande av hästar eller andelar i hästbolag. Bolaget skall bedriva företagsutveckling genom delägande och förmedling av riskkapital i mindre och medel- stora företag, samt därmed förenlig verksamhet.",1989-08-29,active,,,,,,,,,
556338-0624,Bygghantverk i Lima Aktiebolag,Bygghantverk i Lima Aktiebolag,41000,,41000,LIMA,78064,SKÅLMO 27,Bolaget skall bedriva byggnadsarbeten och uppfödning av morganhästar ävensom idka därmed förenlig verksamhet.,1988-10-19,active,,,,,,,,,
556359-8506,NIWALLS AB,NIWALLS AB,43120,,43120; 43991,SANDARED,51831,VIKHÖJDSVÄGEN 8,"Bolaget skall sälja däck och reservdelar till åkeri- och entreprenadbranschen, det vill säga tunga fordon. Bolaget skall importera och exportera däck, samt reservdelar och därmed förenligt verksamhet. Bolaget kommer även äga och förvalta fast och lös egendom.",1989-05-16,active,,,,,,,,,
556363-1984,Byggkonstruktören i Gävle Aktiebolag,Byggkonstruktören i Gävle Aktiebolag,71121,,71121,GÄVLE,80320,NORRA SLOTTSGATAN 5,"Bolaget skall bedriva byggnadsteknisk konsulterande verksamhet såsom konstruktionshandlingar, utredningar, byggledning, kontrollbesiktningar, utbildning, äga och förvalta värdepapper och fast egendom, samt därmed förenlig verksamhet.",1989-06-16,active,,,,,,,,,
556378-8685,Konstinfo L Karlsson AB,Konstinfo L Karlsson AB,69201,,69201; 46499,TYRESÖ,13550,BERGVÄGEN 25,"Bolaget skall bedriva konsultarbete, försäljning av programvaror och hårdvaror inom AU/ADB, äga, förvalta samt bedriva handel med fastigheter, värdepapper, konst och därmed förenlig verksamhet.",1989-12-12,active,,,,,,,,,
556354-6828,Bengt Bolin Advokat AB,Bengt Bolin Advokat AB,69101,,69101,UPPSALA,75236,SVEAVÄGEN 5,Bolaget ska bedriva advokatverksamhet.,1989-03-21,active,,,,,,,,,
556351-2036,Gefa System AB,Gefa System AB,71122,,71122,GÄLLIVARE,98238,FORDONSVÄGEN 9,"Bolaget skall bedriva teknisk konsultverksamhet inom processtyrning samt försäljning och utveckling av oljebrännare, styr- och fastbränslesystem samt bedriva dämed förenlig verksamhet.",1989-01-30,active,,,,,,,,,
556382-8564,MGL Company Aktiebolag,MGL Company Aktiebolag,49410,,49410,LINKÖPING,58278,OTTARGATAN 8,Bolaget skall bedriva åkerirörelse samt därmed förenlig verksamhet.,1990-01-18,active,,,,,,,,,
556351-2952,Skaresta Gård Aktiebolag,Skaresta Gård Aktiebolag,71121,,71121; 70200,STOCKHOLM,11127,STORA GRÅMUNKEGRÄND 1,"Föremålet för bolagets verksamhet är jord- och skogsbruk, konsultation och utbildning inom marknadsföring/försäljning, konsultation, handel med byggnadsmoduler, handel med utrustning och tillbehör inom bygg- och anläggningsbranschen, handel med data och AV-hjälpmedel. Fastighets- och värdepappersförvaltning och därmed förenlig verksamhet.",1989-02-03,active,,,,,,,,,
