domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,3055 AB,556321-7933,,,,,,,,
,Bröd. Knutssons Åkeri Aktiebolag,556323-4573,,,,,,,,
,L Hedlund Affärskonsult AB,556329-2605,,,,,,,,
,Anakta Redovisning AB,556325-5057,,,,,,,,
,Erland Skoglund Bygg AB,556332-2881,,,,,,,,
,Hedin Construction Byggservice AB,556333-9745,,,,,,,,
,Bosse Almqvist Elinstallationer Aktiebolag,556327-1740,,,,,,,,
,RO-PA Produkter Aktiebolag,556328-5468,,,,,,,,
,NG Construktion & Import AB,556329-2936,,,,,,,,
,EAS Ekonomi & Administrationsservice Aktiebolag,556330-9623,,,,,,,,
,Tjörns Trädgårds Service Aktiebolag,556338-7132,,,,,,,,
,Sjuntorps Bygg Aktiebolag,556335-7796,,,,,,,,
,Team & Ledarutveckling Ingvar Bengtson Aktiebolag,556339-6976,,,,,,,,
,Skårs Måleri AB,556353-1796,,,,,,,,
,Byggnadsfirma Richard Olsson Holding AB,556335-9438,,,,,,,,
,Lidbrandts gård och entreprenad AB,556343-2086,,,,,,,,
,Enstaberga Last- och Grävmaskiner Aktiebolag,556362-8261,,,,,,,,
,Ramco AB,556349-5687,,,,,,,,
,EKAB Finans och Fakturaservice Aktiebolag,556352-5004,,,,,,,,
,Laisbäck Gräv & Såg AB,556269-4710,,,,,,,,
,Sport Coordinator Aktiebolag,556274-4598,,,,,,,,
,Wessjö Aktiebolag,556291-8168,,,,,,,,
,MEASON BYGG Aktiebolag,556286-9973,,,,,,,,
,Jörgensen Industrielektronik Aktiebolag,556296-2901,,,,,,,,
,LSOR AB,556294-8850,,,,,,,,
,Dalco Aktiebolag,556292-4562,,,,,,,,
,Bygg Team i Kungsäter Aktiebolag,556299-5067,,,,,,,,
,Elkontakt Hans-Erik Johansson Aktiebolag,556294-3844,,,,,,,,
,Klargester Aktiebolag,556297-2306,,,,,,,,
,"Ågrens Däck, Bildelar & Åkeri Aktiebolag",556309-0777,,,,,,,,
,Ekonomikonsult i Ystad AB,556306-3238,,,,,,,,
,Kårell & Kärras Byggnads Aktiebolag,556305-8261,,,,,,,,
,Golvjouren i Johanneshov Micael Bergholm AB,556314-8773,,,,,,,,
,Prejudikatet AB,556311-8495,,,,,,,,
,Lobergs Åkeri Aktiebolag,556312-9476,,,,,,,,
,SUMMERA Ekonomi & Data Aktiebolag,556306-6108,,,,,,,,
,ADMC invest AB,556313-4211,,,,,,,,
,FLOG Takentreprenader Aktiebolag,556326-8068,,,,,,,,
,SannMatt AB,556328-1749,,,,,,,,
,Happy Audit Sweden AB,556333-3664,,,,,,,,
,Göteborgs El & Rörjour Aktiebolag,556335-3324,,,,,,,,
,Keyholder AB,556332-8557,,,,,,,,
,Peter Hedman Oljetransporter Aktiebolag,556334-2533,,,,,,,,
,Stenungsunds Service Aktiebolag,556327-2284,,,,,,,,
,InTeCo gruppen Aktiebolag,556347-4088,,,,,,,,
,Klingstedt El AB,556323-2569,,,,,,,,
,Anläggarteamet i Hälsingland AB,556338-4097,,,,,,,,
,Sundberg Tidningsförlag AB,556343-2805,,,,,,,,
,BK Schakt AB,556354-2959,,,,,,,,
,Företagsförmedlingen i Norrköping Rolf Pettersson AB,556348-1216,,,,,,,,
,Hard Rock Engineering Aktiebolag,556348-6553,,,,,,,,
,Market Partners Frederick Scholander AB,556366-8085,,,,,,,,
,AB taubec,556346-8767,,,,,,,,
,Bernova Produktion Aktiebolag,556263-5812,,,,,,,,
,MB Performance AB,556264-8674,,,,,,,,
,Katrineholms Betonghål Aktiebolag,556269-6681,,,,,,,,
,Rönnäs Rör AB,556274-5876,,,,,,,,
,Hassesam Invest Aktiebolag,556273-8871,,,,,,,,
,P-O Flinkfeldts Buss Aktiebolag,556280-4103,,,,,,,,
,Vannarpsbussarna Aktiebolag,556282-8839,,,,,,,,
,Kent Gustavssons Schakt Aktiebolag,556290-9100,,,,,,,,
,Galaxen Bygg AB,556286-0352,,,,,,,,
,Bröderna Svenssons Åkeri AB,556292-8514,,,,,,,,
,Weicon Ekonomikonsult Aktiebolag,556289-3882,,,,,,,,
,Byggnadsfirma Bror Waara Aktiebolag,556289-8923,,,,,,,,
,Byggarbeten Kenth Adolfsson Aktiebolag,556292-5874,,,,,,,,
,Harry Berntsson Entreprenad Aktiebolag,556304-5029,,,,,,,,
,Cave Canem AB,556301-7812,,,,,,,,
,Gustaf Gustafsson Åkeri Aktiebolag,556309-1874,,,,,,,,
,Directorium AB,556303-8982,,,,,,,,
,TDI Tele & Data - Installation Aktiebolag,556310-5369,,,,,,,,
,System Trade Europe AB,556307-8269,,,,,,,,
,Ätrans Bygg Aktiebolag,556313-8683,,,,,,,,
,AppleBox Production Aktiebolag,556308-8680,,,,,,,,
,B-TRANS Aktiebolag,556314-2529,,,,,,,,
,Nyman Revisionsbyrå Aktiebolag,556333-5511,,,,,,,,
,SOLDAB Solel och Dataprodukter AB,556308-5702,,,,,,,,
,Fortiter Aktiebolag,556311-8131,,,,,,,,
,Thures Plåt Aktiebolag,556325-9323,,,,,,,,
,Stenhaga Invest AB,556323-6966,,,,,,,,
,Gernes Idé och Bild Aktiebolag,556326-9090,,,,,,,,
,B. Gullander Inter Paper Aktiebolag,556326-9355,,,,,,,,
,Stefotrans Aktiebolag,556343-2292,,,,,,,,
,Gimlä Bygg o Förvaltning AB,556346-6381,,,,,,,,
,SafeTeam i Sverige AB,556336-1681,,,,,,,,
,PRESTERA MERA Aktiebolag,556350-3134,,,,,,,,
,Kungsettan i Solna Aktiebolag,556335-9206,,,,,,,,
,Hans Wegner Åkeri AB,556334-6229,,,,,,,,
,Advokatfirman Skårman Aktiebolag,556328-5195,,,,,,,,
,Kurt Eliasson Bygg AB,556354-5572,,,,,,,,
,JTW Transport Aktiebolag,556351-1228,,,,,,,,
,LLCC Scandiator AB,556339-5200,,,,,,,,
,Ciron AB,556349-1165,,,,,,,,
,M. Isakssons Åkeri Aktiebolag,556352-1060,,,,,,,,
,Engco Invest Aktiebolag,556258-4739,,,,,,,,
,Aktiebolaget Armera i Sverige,556353-0129,,,,,,,,
,Eternally Bojler Aktiebolag,556355-0382,,,,,,,,
,Byggperspektiv i Stockholm AB,556264-1315,,,,,,,,
,CasaBuona AB,556261-2829,,,,,,,,
,Ymra Holding AB,556263-0516,,,,,,,,
,Synergi Inventor Aktiebolag,556281-0092,,,,,,,,
,Ingar Palmlund Aktiebolag,556289-6935,,,,,,,,
,Svappavaara El Aktiebolag,556287-2936,,,,,,,,
,STANTA AB,556293-0429,,,,,,,,
,Holmsunds Åkeri Aktiebolag,556298-4962,,,,,,,,
,Aktiebolaget Rättsinformation Jan Sundström,556299-8632,,,,,,,,
,Solip Sol-el & Konsult Aktiebolag,556294-1384,,,,,,,,
,Cardomin Aktiebolag,556310-5906,,,,,,,,
,Mandrill AB,556314-0309,,,,,,,,
,Steinwenders Restaurangkonsult Aktiebolag,556320-4246,,,,,,,,
,LE Kerttus Åkeri Aktiebolag,556325-2450,,,,,,,,
,S-Akustik Aktiebolag,556327-4033,,,,,,,,
,Kandidatgruppen AB,556311-8529,,,,,,,,
,Jan Larsson Gräv Aktiebolag,556327-1252,,,,,,,,
,Åbjörnsson Advokatbyrå AB,556341-0736,,,,,,,,
,RAF Royal Administration & Företags- service Aktiebolag,556342-6898,,,,,,,,
,Cassimir Lindbergs Entreprenad Aktiebolag,556330-9482,,,,,,,,
,Tegnestrand Konsult AB,556345-8016,,,,,,,,
,Markentreprenader i Östersund Aktiebolag,556325-7376,,,,,,,,
,Advokaten Bengt Nestrup AB,556336-0899,,,,,,,,
,Tommy Nilssons Åkeri Aktiebolag,556331-8087,,,,,,,,
,Christer Lindbergs Åkeri Aktiebolag,556360-3017,,,,,,,,
,Gissléns Entreprenad Aktiebolag,556334-8522,,,,,,,,
,Genesö Uthyrning o Invest Aktiebolag,556340-6825,,,,,,,,
,Lars Francks Bygg Aktiebolag,556343-4686,,,,,,,,
,Svensson & Waldemar Byggritningar Aktiebolag,556314-4996,,,,,,,,
,Aktiebolaget Elknuten,556346-1655,,,,,,,,
,Itako Entreprenad i Örebro Aktiebolag,556272-9730,,,,,,,,
,Elge Ekonomikonsult Aktiebolag,556272-1679,,,,,,,,
,Storms Schakt Aktiebolag,556281-3773,,,,,,,,
,Personalia i Stockholm Aktiebolag,556284-4828,,,,,,,,
,Sturebergs Frakt Aktiebolag,556282-7740,,,,,,,,
,BENEXA Aktiebolag,556287-9477,,,,,,,,
,Aktiebolaget Intervenia,556284-8886,,,,,,,,
,Västra Holding AB,556283-4795,,,,,,,,
,Ljungskile Plåtslageri Aktiebolag,556292-7979,,,,,,,,
,Leif Johanssons Byggaktiebolag,556302-9387,,,,,,,,
,Göteborgs Byggkalkyl AB,556306-9565,,,,,,,,
,TS VVS Service AB,556313-1555,,,,,,,,
,N.O. Höglinds Åkeri Aktiebolag,556314-4244,,,,,,,,
,Bankeryds Plåt AB,556314-2941,,,,,,,,
,Kåre Adolfssons Åkeri i Töreboda Aktiebolag,556315-4243,,,,,,,,
,Elbyrån i Vaggeryd Aktiebolag,556312-9955,,,,,,,,
,IHS Konsult Aktiebolag,556314-3493,,,,,,,,
,Larry Carlsson Consulting Aktiebolag,556322-2693,,,,,,,,
,Marks Advokatbyrå Aktiebolag,556323-7568,,,,,,,,
,Strandh Metodutveckling Aktiebolag,556317-1312,,,,,,,,
,Hytrans AB,556319-2177,,,,,,,,
,Merlo Frakt Aktiebolag,556323-8079,,,,,,,,
,Fundamenta Grundläggning Aktiebolag,556324-5025,,,,,,,,
,Lars Ahlgren Bygg Aktiebolag,556317-7806,,,,,,,,
,Byggeriet i Hälsingland AB,556344-7670,,,,,,,,
,Slutplattan SIPZO 126312 AB,556347-1803,,,,,,,,
,Grangärde Åkeri Aktiebolag,556322-2354,,,,,,,,
,Brixly AB,556351-9163,,,,,,,,
,Sipsi Creaform Aktiebolag,556203-7886,,,,,,,,
,Revisionsbyrån Independence Aktiebolag,556340-8771,,,,,,,,
,J C Extraprodukter AB,556356-7048,,,,,,,,
,Dala Lås Aktiebolag,556367-4406,,,,,,,,
,Tjälldin Konsult Aktiebolag,556354-0227,,,,,,,,
,Wernersville Holding AB,556263-7230,,,,,,,,
,FC Figures Consulting Aktiebolag,556273-0506,,,,,,,,
,ProAlci AB,556274-6007,,,,,,,,
,Hedströms Åkeri i Svenljunga Aktiebolag,556267-5305,,,,,,,,
,Ältakryssets Kiosk Aktiebolag,556269-9693,,,,,,,,
,Accountera Sweden AB,556268-1329,,,,,,,,
,Svensson & Svensson Aktiebolag,556272-8385,,,,,,,,
,Paga Services AB,556274-7898,,,,,,,,
,Godsservice i Oskarshamn Aktiebolag,556282-8698,,,,,,,,
,A o K Konsult Aktiebolag,556282-8912,,,,,,,,
,Nyby Gård Aktiebolag,556280-9151,,,,,,,,
,Bindus Aktiebolag,556289-9905,,,,,,,,
,Peter Johansson Ekonomikonsult i Borås AB,556283-3326,,,,,,,,
,Zengun Redo AB,556284-9090,,,,,,,,
,RML Redovisning Aktiebolag,556293-3282,,,,,,,,
,Metafor Vision AB,556290-3657,,,,,,,,
,Nygårds Schakt Aktiebolag,556292-8795,,,,,,,,
,A Quality Consulting Sweden AB,556294-2036,,,,,,,,
,Advokat Lars Bergström i Göteborg Aktiebolag,556309-0462,,,,,,,,
,Hagelins Elektriska Aktiebolag,556317-7343,,,,,,,,
,Flying Cows Consulting AB,556305-5895,,,,,,,,
,Planerad Redovisning i Spånga Aktiebolag,556319-8240,,,,,,,,
,Lenas Transport i Östersund Aktiebolag,556320-8106,,,,,,,,
,Bo Lyngéus AB,556338-2661,,,,,,,,
,Kredd AB,556312-0277,,,,,,,,
,RH Holding i Eskilstuna AB,556326-0610,,,,,,,,
,Conservator Fuktreducering Svenska Aktiebolag,556323-1421,,,,,,,,
,Marcussons Busstrafik Aktiebolag,556314-1166,,,,,,,,
,EquiDrive Group AB,556322-3295,,,,,,,,
,PID Piling Development Aktiebolag,556324-1263,,,,,,,,
,GAIA Aktiebolag,556319-8745,,,,,,,,
,Southlind Security AB,556338-5318,,,,,,,,
,Roslagens Värmemontage Aktiebolag,556328-7753,,,,,,,,
,Inges Rör & Åkeri Aktiebolag,556332-9027,,,,,,,,
,Rörteam Roslagen AB,556331-0514,,,,,,,,
,Östra Aros Plåt Aktiebolag,556343-8695,,,,,,,,
,ELU Konsult Aktiebolag,556341-0421,,,,,,,,
,Revisorspoolen Johan Ramstedt AB,556342-4703,,,,,,,,
,Fars Hall AB,556351-9338,,,,,,,,
,Rossöns Åkeri Aktiebolag,556352-7398,,,,,,,,
,BOLEDO KONSULT Aktiebolag,556346-2729,,,,,,,,
,Crunchy AB,556352-7810,,,,,,,,
,M P Golv Aktiebolag,556349-3617,,,,,,,,
,H.S. Mät & Reglerservice Aktiebolag,556340-1685,,,,,,,,
,PKL ART AB,556359-5577,,,,,,,,
,Vemhus Bygg Aktiebolag,556358-0710,,,,,,,,
,Bil-Expressen i Göteborg Aktiebolag,556180-1050,,,,,,,,
,Åtvidabergs Gräv & Schakt Aktiebolag,556181-4210,,,,,,,,
,Helena Palmheden Konsult AB,556181-4756,,,,,,,,
,El Strandh Aktiebolag,556271-0896,,,,,,,,
,EDSKE BRUK Aktiebolag,556268-3408,,,,,,,,
,Hälsokällan Redovisning AB,556265-5141,,,,,,,,
,Hellman Åkeri Aktiebolag,556270-0426,,,,,,,,
,Granvista Invest AB,556279-2266,,,,,,,,
,MÖLLER TERRALING Aktiebolag,556272-4053,,,,,,,,
,Respit Redovisningsbyrå AB,556276-8274,,,,,,,,
,A J Thermopump AB,556276-8589,,,,,,,,
,Lekanders Fastighets Aktiebolag,556288-0566,,,,,,,,
,SBL Invest AB,556290-3053,,,,,,,,
,Henåkers Mureri & Bygg Aktiebolag,556293-3928,,,,,,,,
,AB Jord & Grus C. Augustsson,556290-4366,,,,,,,,
,Neptunia-Invest Aktiebolag,556303-1169,,,,,,,,
,ROAB Bygg & Renoveringar AB,556312-2448,,,,,,,,
,ROBJO Aktiebolag,556307-6024,,,,,,,,
,Rör-Fix i Torekov Aktiebolag,556315-4128,,,,,,,,
,Clonal Expansion Aktiebolag,556314-3964,,,,,,,,
,Peter Ring Svets och Plåt AB,556332-4572,,,,,,,,
,SI-Bygg Aktiebolag,556318-4844,,,,,,,,
,ETC EL TEKNISKA CONSULT Aktiebolag,556319-7390,,,,,,,,
,ConCor gruppen Aktiebolag,556326-3655,,,,,,,,
,Proconomy Gruppen AB,556328-6599,,,,,,,,
,Röbäcks El Sture Janze Aktiebolag,556327-1641,,,,,,,,
,PPP Consulting Engineers Aktiebolag,556336-2515,,,,,,,,
,U. Kingstam Försäljning o Förvaltning - UKAB - AB,556338-7017,,,,,,,,
,Rörteknik Stig Nygren i Säffle Aktiebolag,556331-0993,,,,,,,,
,044-Bygg Aktiebolag,556335-6897,,,,,,,,
,Frillesås Mur och Puts Aktiebolag,556351-8025,,,,,,,,
,BJ System AB,556352-5905,,,,,,,,
,Träbyggen EWL Aktiebolag,556338-4444,,,,,,,,
,Taxi Gotland Aktiebolag,556334-6963,,,,,,,,
,Nordsten Juridiska Aktiebolag,556359-3820,,,,,,,,
,MF Corrigo Aktiebolag,556351-2697,,,,,,,,
,R Östman Invest Aktiebolag,556312-6480,,,,,,,,
,AG Malmström Rör Aktiebolag,556348-1315,,,,,,,,
,Termo-gen Aktiebolag,556347-3619,,,,,,,,
,Fyrkantens Ventilation Aktiebolag,556367-2806,,,,,,,,
,Liko Research & Development AB,556353-3388,,,,,,,,
,DMC Byggnads Aktiebolag,556314-5530,,,,,,,,
,OOLREG KONSULT AB,556341-6899,,,,,,,,
,Advokat Magnus Gabrielson AB,556330-8336,,,,,,,,
,Annelunds Taxi Aktiebolag,556354-3627,,,,,,,,
,Karlskoga Byggnadsställningar Aktiebolag,556261-5756,,,,,,,,
,Borgare Psykiatrikonsult Aktiebolag,556266-5843,,,,,,,,
,Hållén Arkitekter i Örebro AB,556270-0079,,,,,,,,
,Elektrokonsult Sture Friis Aktiebolag,556270-0525,,,,,,,,
,Mickes El & Bygg Aktiebolag,556275-1718,,,,,,,,
,STEGBORGS EL-evator Aktiebolag,556284-9686,,,,,,,,
,OC Byggkonsult Aktiebolag,556288-1069,,,,,,,,
,Yngve Höglund Consulting AB,556287-6416,,,,,,,,
,Aktiebolaget Solinor,556302-2978,,,,,,,,
,Sanexa Aktiebolag,556295-3744,,,,,,,,
,S. Synnelius AB,556303-4122,,,,,,,,
,Söndraby El Aktiebolag,556311-2688,,,,,,,,
,Ge-Ce Åkeri Aktiebolag,556318-0123,,,,,,,,
,Anna Lindström Konsult Aktiebolag,556313-5150,,,,,,,,
,Byggkonsult i Osby Aktiebolag,556309-4092,,,,,,,,
,Byggpolarna i Juoksengi Aktiebolag,556323-4599,,,,,,,,
,BOKA i Oskarshamn Aktiebolag,556312-0947,,,,,,,,
,CWID Holding Aktiebolag,556324-2246,,,,,,,,
,PK-Group Aktiebolag,556331-2577,,,,,,,,
,Fronos Aktiebolag,556329-4270,,,,,,,,
,Björn Karlssons Åkeri Aktiebolag,556327-4660,,,,,,,,
,Beppes Grävtjänst Aktiebolag,556331-9861,,,,,,,,
,BTH Management AB,556320-8452,,,,,,,,
,Ringgren Golv Aktiebolag,556346-9377,,,,,,,,
,Redovisningstjänst i Gällivare Aktiebolag,556325-3987,,,,,,,,
,Uppsala Byggtekno Aktiebolag,556350-9503,,,,,,,,
,SART Plåt Aktiebolag,556335-1195,,,,,,,,
,Osanje AB,556333-3953,,,,,,,,
,BARAB Redovisning Aktiebolag,556341-6212,,,,,,,,
,Tekniko Design konstruktionsteknik Aktiebolag,556350-2656,,,,,,,,
,Älvsby Bygg & Plåtslageri Aktiebolag,556349-1892,,,,,,,,
,Henrik Söderbergs Åkeri Aktiebolag,556312-7421,,,,,,,,
,Garpco Innovations AB,556185-2137,,,,,,,,
,El-Kopplarna MB Aktiebolag,556352-5657,,,,,,,,
,Jobbe Aktiebolag,556350-4892,,,,,,,,
,Aktiebolaget Wermlandus Planering,556348-1356,,,,,,,,
,Small Particle Technology GBG Aktiebolag,556365-5835,,,,,,,,
,Bernander Elkonsult AB,556340-4283,,,,,,,,
,Gortek Aktiebolag,556352-4023,,,,,,,,
,Nyhrén Fastigheter AB,556354-4435,,,,,,,,
,Värmeteknik i Höganäs Aktiebolag,556180-3338,,,,,,,,
,Ninia AB,556359-0545,,,,,,,,
,Rossing Arkitektur AB,556359-4489,,,,,,,,
,Midhous Aktiebolag,556265-4516,,,,,,,,
,Backlunds Värme & Sanitet Aktiebolag,556266-7591,,,,,,,,
,Advanced Polymer Technology Aktiebolag,556270-2331,,,,,,,,
,Killebäckstorp i Båstad Aktiebolag,556288-3917,,,,,,,,
,Sollentuna Inredningsgrupp Aktiebolag,556285-7812,,,,,,,,
,Jungfrusunds Mark och Sjö entreprenader AB,556290-0885,,,,,,,,
,Enblads Revisionsbyrå Aktiebolag,556294-2648,,,,,,,,
,LL-Instrument AB,556296-1846,,,,,,,,
,Henrikssons Redovisningsbyrå Aktiebolag,556302-3828,,,,,,,,
,Redovisningskonsulterna på Östermalm AB,556304-8981,,,,,,,,
,Geten Konsult Aktiebolag,556303-7299,,,,,,,,
,ECOMEC Consulting Aktiebolag,556312-5953,,,,,,,,
,Lars-Henning Larsson & Co Aktiebolag,556313-0490,,,,,,,,
,WXDRM KONSULT Aktiebolag,556322-6231,,,,,,,,
,Tradenet Aktiebolag,556319-3795,,,,,,,,
,Jan Westin Byggteknik Aktiebolag,556321-5192,,,,,,,,
,Björsons Måleri Eftr. Aktiebolag,556335-6301,,,,,,,,
,J ELMGREN Bygg & Konsult AB,556322-4376,,,,,,,,
,D. Wicksell Motor & Maskin Aktiebolag,556319-8232,,,,,,,,
,Birgitta Dahlström Förvaltnings Aktiebolag,556324-6056,,,,,,,,
,UREVKO AB,556323-1900,,,,,,,,
,RZ Mekpart AB,556325-2500,,,,,,,,
,Forserums VVS Aktiebolag,556328-9551,,,,,,,,
,CEB Företagsstrategi Aktiebolag,556329-8768,,,,,,,,
,Muskö Kiosk & Grill Aktiebolag,556316-8359,,,,,,,,
,Serotek Aktiebolag,556331-4953,,,,,,,,
,Controller Konsult Älgevik Aktiebolag,556332-2998,,,,,,,,
,Gösta Palm Maskin AB,556329-6465,,,,,,,,
,ULF SJÖKVIST ÅKERI Aktiebolag,556320-0491,,,,,,,,
,Professor A Kullendorff Aktiebolag,556337-4353,,,,,,,,
,Verolusto AB,556327-7051,,,,,,,,
,Hagman & Co Arkitekter AB,556334-8787,,,,,,,,
,Univentor Aktiebolag,556343-0502,,,,,,,,
,Yrkesrevisorerna i Väsby Aktiebolag,556355-0705,,,,,,,,
,Aktiebolaget Dan Persson Förvaltning,556331-0415,,,,,,,,
,Boxal Aktiebolag,556348-2511,,,,,,,,
,Simonson International Aktiebolag,556350-3142,,,,,,,,
,Scandinavian Communication SC Aktiebolag,556338-0228,,,,,,,,
,Norrköpings Bostads och Förvaltningstjänster AB,556338-6233,,,,,,,,
,Åke Wilén Projektledning Aktiebolag,556257-7618,,,,,,,,
,Klinte Bil & Buss Aktiebolag,556338-9732,,,,,,,,
,Ingmar's Transport Aktiebolag,556347-2090,,,,,,,,
,Signalteknik i Stockholm Aktiebolag,556313-6562,,,,,,,,
,Termino C 15390 AB,556366-0009,,,,,,,,
,PG Frödebergs Åkeri AB,556349-2627,,,,,,,,
,AO's Redovisningstjänst Aktiebolag,556366-8135,,,,,,,,
,Kreativ Ekonomi AB,556182-7782,,,,,,,,
,Marianne Dufva arkitektkontor Aktiebolag,556356-4102,,,,,,,,
,Callomill Aktiebolag,556261-8594,,,,,,,,
,Qvistfilm AB,556272-9318,,,,,,,,
,Forsinvest Fastighetskapital AB,556273-3930,,,,,,,,
,Nils K. Munter Aktiebolag,556276-0115,,,,,,,,
,Regulia AB,556288-5722,,,,,,,,
,CB Bygg & Mark AB,556290-4002,,,,,,,,
,Medark Aktiebolag,556287-1367,,,,,,,,
,Etärnkonsult Aktiebolag,556293-2649,,,,,,,,
,Massage & Friskvård i Umeå AB,556300-7698,,,,,,,,
,Nymans Måleri i Kvissleby AB,556293-3514,,,,,,,,
,Urban Pihl Arkitektkontor AB,556296-3487,,,,,,,,
,Helsingborgs Trailerservice Aktiebolag,556302-0964,,,,,,,,
,Nobo Revision AB,556316-7609,,,,,,,,
,HK Lindblads Holding AB,556320-7348,,,,,,,,
,ToP's Gruppen AB,556311-3686,,,,,,,,
,Vega Måleri AB,556317-7624,,,,,,,,
,Veinge Busstrafik Aktiebolag,556324-7849,,,,,,,,
,Lars Wilhelm Aktiebolag,556322-7536,,,,,,,,
,Lasock AB,556324-2824,,,,,,,,
,Projektengagemang Sweden AB,556330-2602,,,,,,,,
,Petco Aktiebolag,556326-0438,,,,,,,,
,Skånebygg Förvaltning AB,556321-0417,,,,,,,,
,JOBA Fastighets Aktiebolag,556335-6376,,,,,,,,
,Skyltar & Trafikanordningar Sthlm Aktiebolag,556339-6323,,,,,,,,
,Willgodt Kullgren Förvaltning Aktiebolag,556335-3977,,,,,,,,
,Cornema Aktiebolag,556337-6325,,,,,,,,
,WIKSTRÖMS ISOL & PLÅT I GNARP Aktiebolag,556353-7264,,,,,,,,
,EKPART Aktiebolag,556341-4498,,,,,,,,
,Aktiebolaget Porto-Franco,556350-4157,,,,,,,,
,Åkessons Bygg i Järsnäs Aktiebolag,556344-2390,,,,,,,,
,Segerholms Bygg & Måleri Aktiebolag,556362-3155,,,,,,,,
,Klarälvens redovisningsbyrå AB,556349-2684,,,,,,,,
,Projekt Lås I Storstockholm Aktiebolag,556365-1628,,,,,,,,
,Konsultfirma U. Stenberg AB,556355-1604,,,,,,,,
,Ingenjörsfirma Börje Lund Aktiebolag,556347-9970,,,,,,,,
,Herrljunga Alltibygg Aktiebolag,556348-7916,,,,,,,,
,Förvaltningsaktiebolaget Motorn,556360-7786,,,,,,,,
,Syl Bygg AB,556314-6835,,,,,,,,
,Granströms Arkitektkontor Aktiebolag,556205-6878,,,,,,,,
,Sigtuna Företagskonsult Aktiebolag,556349-7022,,,,,,,,
,Wind-Box Aktiebolag,556350-1559,,,,,,,,
,Burseryds Bygg Aktiebolag,556268-8159,,,,,,,,
,Skrivia Administration AB,556277-9727,,,,,,,,
,Perkkon Aktiebolag,556288-9450,,,,,,,,
,Huddinge BoButik Aktiebolag,556285-5154,,,,,,,,
,Rengsjö Bygg Aktiebolag,556287-5285,,,,,,,,
,AZON Business Development AB,556295-3611,,,,,,,,
,M. Johanssons Fastighetsreparationer & Plattsättnings AB,556298-5910,,,,,,,,
,Svärtinge Åkeri AB,556321-5648,,,,,,,,
,LiNN; Atelier AB,556319-4751,,,,,,,,
,Jesper Fellenius AB,556310-4628,,,,,,,,
,Ullångers Åkeri Aktiebolag,556316-4523,,,,,,,,
,VATTENORMEN AB,556311-3884,,,,,,,,
,Wistis Skog & Bilservice Aktiebolag,556323-7832,,,,,,,,
,ML El-Service Aktiebolag,556330-2339,,,,,,,,
,Capimark Aktiebolag,556324-4473,,,,,,,,
,Göteborgs Linjemålning Aktiebolag,556316-8524,,,,,,,,
,Wallberg Marinteknik AB,556324-8151,,,,,,,,
,Medins Tunglyfttransporter Aktiebolag,556320-3347,,,,,,,,
,Molnskulla AB,556333-0520,,,,,,,,
,Vinga Installation AB,556332-2006,,,,,,,,
,Keeper AB,556337-8107,,,,,,,,
,Holmstedts Måleri Aktiebolag,556321-5267,,,,,,,,
,Skårdals Åkeri Aktiebolag,556332-2360,,,,,,,,
,Draken Arkitektur Aktiebolag,556330-7320,,,,,,,,
,BJÖRKPRODUKTER HOLDING AB,556328-9742,,,,,,,,
,Betongteknik i Nacka Aktiebolag,556324-6957,,,,,,,,
,Oscar Johanssons Åkeri Aktiebolag,556335-8422,,,,,,,,
,Pool-Jannes Bygg- och Service Aktiebolag,556331-8376,,,,,,,,
,Nordic Outward Consulting AB,556343-1237,,,,,,,,
,J Birgerssons Åkeri AB,556353-7983,,,,,,,,
,Fanal Controle Aktiebolag,556342-7201,,,,,,,,
,Geolit Bygg Utsättning AB,556344-0592,,,,,,,,
,P.G:s Elektriska Aktiebolag,556340-7492,,,,,,,,
,Bocrea AB,556331-1009,,,,,,,,
,Furberg & Co AB,556345-6887,,,,,,,,
,Ekshärads Byggservice Aktiebolag,556359-6757,,,,,,,,
,INGRID JONASSON BLANK AB,556335-7903,,,,,,,,
,L. Ericsson Ekonomikonsult Aktiebolag,556345-9683,,,,,,,,
,Davidp Konsult AB,556342-6674,,,,,,,,
,"TTI, Trade Tower International Aktiebolag",556338-4311,,,,,,,,
,A Larssons Transport Aktiebolag,556186-1526,,,,,,,,
,Åkessons Entreprenad i Asarum Aktiebolag,556351-3729,,,,,,,,
,Scandiberia International AB,556314-3337,,,,,,,,
,Cikada Redovisning Aktiebolag,556367-5429,,,,,,,,
,Bruske Måleri AB,556181-2818,,,,,,,,
,Scanakos Byggledning Aktiebolag,556359-1998,,,,,,,,
,Lindhagensplan Lås AB,556359-3382,,,,,,,,
,Förvaltnings Aktiebolag Boris Lindeberg B.L.A.B.,556184-3409,,,,,,,,
,Klara Consulting Rekrytering och Interim AB,556360-0195,,,,,,,,
,Muchows Gård AB,556367-6138,,,,,,,,
,Wistrand Engineering Aktiebolag,556356-6859,,,,,,,,
,Taxi Skaraborg Aktiebolag,556263-0425,,,,,,,,
,Enboms Åkeri Aktiebolag,556262-2075,,,,,,,,
,Albintec AB,556298-4608,,,,,,,,
,Team TSP Aktiebolag,556302-2226,,,,,,,,
,Aktiebolaget Hessels Måleri Färgcenter,556289-5564,,,,,,,,
,Ellfolk Bygg AB,556305-2991,,,,,,,,
