orgnr,target_url,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug,county,municipality,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,webshop_platform,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons
556524-3051,http://www.equitydynamics.se/,Equity Dynamics AB (publ),Equity Dynamics AB (publ),70200,,70200,TORSLANDA,42338,SANDVIKSVÄGEN 27 B,Bolaget ska äga och förvalta värdepapper samt bedriva handel med värdepapper och idka därmed förenlig verksamhet.,1995-07-28,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/equity+dynamics+ab+(publ)/torslanda/lmgtxziop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,equitydynamics.se,https://equitydynamics.se,browser,no,,,net::ERR_CERT_COMMON_NAME_INVALID at https://equitydynamics.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556470-2107,http://www.tagibergslagen.se/,Tåg i Bergslagen AB,Tåg i Bergslagen AB,49110,,49110,BORLÄNGE,78433,BRAGEGALLERIAN 5,"Bolaget har till ändamål att bedriva regionala kollektivtrafikmyndigheterna upphandla, organisera och samordna spårbunden regional kolletivtrafik för Bergslagsregionens fyra län. Dalarnas, Gävleborgs, Västmanlands och Örebro län.",1993-07-05,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/t%C3%A5g+i+bergslagen+ab/borl%C3%A4nge/mmrrrbyef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,tagibergslagen.se,https://tagibergslagen.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556464-9365,http://www.byggsiwe.se/,Byggsiwe Aktiebolag,Byggsiwe Aktiebolag,41000,,41000,BOLLEBYGD,51736,BALLEBOVÄGEN 7,"Bolaget bedriver byggverksamhet, fastighetsförvaltning och därmed förenlig verksamhet.",1993-04-02,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/byggsiwe+ab/bollebygd/ffapqxeak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,byggsiwe.se,https://byggsiwe.se,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556506-0570,http://rattgolv.se/,Rätt Golv i Stockholm AB,Rätt Golv i Stockholm AB,43330,,43330,SOLNA,17168,HANNEBERGSGATAN 18  BV,"Bolaget skall utföra golvläggning, renoveringar och fasighetsservice samt idka därmed förenlig verksamhet.",1995-01-17,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/r%C3%A4tt+golv+i+stockholm+ab/solna/lmqvilrv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,rattgolv.se,https://rattgolv.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://rattgolv.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556547-1223,http://www.jetas.se/,Jetas Quality Systems Aktiebolag,Jetas Quality Systems Aktiebolag,71124,,71124,GÖTEBORG,41253,HEDÅSGATAN 15,"Bolaget ska bedriva mjukvaruutveckling och konsultverksamhet inom IT-området samt drift av IT-lösningar. Bolaget ska även förvalta värdepapper och fast egendom, samt bedriva annan därmed förenlig verksamhet.",1997-11-14,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jetas+quality+systems+ab/g%C3%B6teborg/lqrvhhic | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,jetas@jetas.se,,jetas.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556483-8703,http://www.hissteknik.com/,Åke Carlsson Hissteknik Aktiebolag,Åke Carlsson Hissteknik Aktiebolag,43240,,43240,LÖNASHULT,34253,BOKLÖVSVÄGEN 26,"Bolaget skall bedriva försäljning, montering och service av hissar, försäljning av administrativa tjänster och därmed förenlig verksamhet.",1994-03-08,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/carlsson+hissteknik+ab+%C3%A5ke/l%C3%B6nashult/cgoxaqzlc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,hissteknik.com,https://hissteknik.com,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556477-6630,http://www.geosonic.se,Geosonic Aktiebolag,Geosonic Aktiebolag,71122,,71122,HUDIKSVALL,82430,STENGATAN 14,"Bolaget skall bedriva utvecklingsarbete och konstruktion av industriell och medicinsk elektronik, bedriva utbildnings- verksamhet, handla med fastigheter, aktier och andra värdepapper och annan därmed förenlig verksamhet.",1993-12-08,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/geosonic-ab/hudiksvall/hnnvvxj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,geosonic.se,https://geosonic.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://geosonic.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556545-5382,https://bergman-hook.se/,Devoco Building AB,Devoco Building AB,41000,,41000,ASKIM,43632,DATAVÄGEN 1,"Bolaget skall bedriva byggnadsentreprenader, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",1997-09-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bergman+och+h%C3%B6%C3%B6k+byggnads+ab/v%C3%A4stra+fr%C3%B6lunda/ilrrsbjmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,thomas.raab@bergman-hook.se,,bergman-hook.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556536-3859,http://www.oskarshamnsstadsbud.se,Kungsflytt Express AB,Kungsflytt Express AB,49420,,49420,OSKARSHAMN,57221,BOX 50,"Bolaget ska bedriva bud- och flyttverksamhet, värdepappers- och fastighetshandel, handel med antikviteter och begagnade varor främst från dödsbon samt idka därmed förenlig verksamhet.",1996-12-05,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/oskarshamns+stadsbud+ab/oskarshamn/mnoubbbde | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,oskarshamnsstadsbud.se,https://oskarshamnsstadsbud.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556537-8097,http://www.lbi-data.se/,LBI Data & Teleinstallationer Aktiebolag,LBI Data & Teleinstallationer Aktiebolag,43210,,43210,DANDERYD,18250,KEVINGERINGEN 77,Bolaget skall bedriva kabelinstallationer inom data och telekommunikation samt därmed förenlig verksamhet.,1997-02-10,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lbi+data+och+teleinstallationer+ab/danderyd/nvyijotvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,lbi-data.se,https://lbi-data.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://lbi-data.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556476-5112,http://sbgequipment.se/,Sundbybergs Åkeri & Transport Aktiebolag,Sundbybergs Åkeri & Transport Aktiebolag,49410,,49410,BROMMA,16859,PÄRONVÄGEN 3,"Bolaget ska bedriva åkeriverksamhet, fastighetsförvaltning, handel med och förvaltning av värdepapper, försäljning och service av utrustning till lätta och tunga arbetsfordon samt därmed förenlig verksamhet.",1993-12-03,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sundbybergs+%C3%A5keri+och+transport/sp%C3%A5nga/flobfkcng | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,janne@sbgtransport.se,+46707547200,sbgequipment.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556536-7363,http://www.eldesign.se/,Eldesign Ingenjörsbyrå i Västerås AB,Eldesign Ingenjörsbyrå i Västerås AB,71123,,71123,VÄSTERÅS,72211,SKOMAKARGATAN 3,"Föremålet för bolagets verksamhet är konsulterande verksamhet inom det elektriska området samt äga och förvalta fast egendom, bedriva handel med värdepapper och därmed förenlig verksamhet.",1996-12-13,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/eldesign+ingenj%C3%B6rsbyr%C3%A5+i+v%C3%A4ster%C3%A5s+ab/v%C3%A4ster%C3%A5s/jkmmnouuv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,eldesign.se,https://www.eldesign.se/om-oss,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556465-6659,http://www.siljansglasmasteri.nu/,Siljans Glasmästeri Aktiebolag,Siljans Glasmästeri Aktiebolag,43342,,43342; 95312,MORA,79232,ÄLVGATAN 58,Bolaget skall bedriva glasmästerirörelse samt därmed förenlig verksamhet.,1993-04-15,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/siljans-glasmasteri-ab/mora/jmtxxiam | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+4625015610,siljansglasmasteri.nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556479-1530,http://www.instra.se/,Instra Installationskonsult Aktiebolag,Instra Installationskonsult Aktiebolag,71121,,71121; 71123; 71124,STOCKHOLM,11621,TJÄRHOVSGATAN 8 A,"Bolaget skall bedriva konsultverksamhet inom byggnads-, VVS-, el- och styrinstallationstekniska området ävensom idka därmed förenlig verksamhet.",1993-12-23,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/instra+installationskonsult+ab/stockholm/kkrsdectu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,instra.se,https://instra.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556522-3483,http://enhager.com/,Kjell Enhager AB,Kjell Enhager AB,70200,,70200; 58110; 68110,LERUM,44339,HAMPÅKERSVÄGEN 5,"Bolaget skall bedriva konsultverksamhet, utbildning och coaching inom områdena personal- och företagsutveckling, förlagsverksamhet och mediaprodukter samt därmed förenlig verksamhet.",1995-07-21,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kjell+enhager+ab/lerum/lqufaaapq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,enhager.com,https://enhager.com,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://enhager.com | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556492-3182,http://www.varmekylteknik.se,Värme & Kylteknik i Vassmolösa AB,Värme & Kylteknik i Vassmolösa AB,43221,,43221,KALMAR,39239,FÖLEHAGSVÄGEN 10,"Bolaget skall driva serviceverksamhet inom värme- och ventilationsområdet, VVS-området och inom kylteknikområdet samt därmed förenlig verksamhet.",1994-08-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ivt-center-varme-och-kylteknik-ab/oskarshamn/cotffjlng | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,varme.kylteknik@telia.com,+4649114700,varmekylteknik.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556523-8465,http://www.snabbud.se/,SNABBUD i Nyköping AB,SNABBUD i Nyköping AB,49410,,49410,NYKÖPING,61145,RATTVÄGEN 4,"Bolaget skall utföra biltransporter, erbjuda lagerhållning samt därmed förenlig verksamhet.",1995-07-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/snabbud+i+nyk%C3%B6ping+ab/nyk%C3%B6ping/coxyappy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@snabbud.se,,snabbud.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556481-1239,https://www.kommunutveckling.se/,Kommunutveckling i Sverige Aktiebolag,Kommunutveckling i Sverige Aktiebolag,70200,,70200,HÖGANÄS,26332,NYHAMNSGATAN 8,Bolaget skall bedriva konsultverksamhet samt idka därmed förenlig verksamhet genom att erbjuda kvalicerad rådgivning och tjänster i översyn och effektivisering av verksamhet och organisation i kommuner och myndigheter dess närstående bolag och institutioner.,1994-02-09,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kommunutveckling+i+sverige/link%C3%B6ping/aqrbfffhi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,kommunutveckling.se,https://kommunutveckling.se,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://kommunutveckling.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556512-4731,https://canmera.se,Canmera Comfort AB,Canmera Comfort AB,43222,,43222,GÖTEBORG,41657,BLEKESLÄNTEN 3,"Bolaget skall bedriva verksamhet inom energi- och VVS-teknik, utbildning och kompetensutveckling av teknisk förvaltning inom energi, funktionskontroll av ventilationssystem, kontroll, besiktningar och utredningar inom energi och VVS ävensom idka därmed förenlig verksamhet.",1995-04-11,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/canmera+comfort+ab/g%C3%B6teborg/ikpuxdkr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@canmera.se,+46313378300,canmera.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556531-5164,http://amaab.se/,Allt i Mark och Anläggning i sydsverige AB,Allt i Mark och Anläggning i sydsverige AB,43120,,43120,JÖNKÖPING,55303,KALKSTENSGATAN 7,Bolaget skall bedriva väg och anläggningsentreprenader och därmed förenlig verksamhet.,1996-05-09,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/allt+i+mark+och+anl%C3%A4ggning+i+sydsverige+ab/j%C3%B6nk%C3%B6ping/flrbxyyak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,amaab.se,https://amaab.se,static,no,product_cards,static@https://amaab.se:productCards(6),,,,,,,,,,,,,,,,,,,,,,,,
556523-0132,https://rydsbilglas.se/hitta-verkstad/orebro/orebro-boglundsangen/,Örebro Bil & Planglas AB,Örebro Bil & Planglas AB,43342,,43342,ÖREBRO,70286,VÄPNAREGATAN 23 B,Bolaget skall bedriva glasmästeri ävensom idka därmed förenlig verksamhet.,1995-07-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ryds-bilglas-boglundsangen/%C3%B6rebro/kgtzfhkr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,orebro.boglundsangen@rydsbilglas.se,+46771411411,rydsbilglas.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556466-2988,http://www.jnsmarkab.se/,JNS Mark AB,JNS Mark AB,41000,,41000; 42210; 43341; 43991,SURAHAMMAR,73538,ENERGIVÄGEN 5,"Företaget skall bedriva uthyrning av entreprenadmaskiner samt förare. Markarbeten, plattläggning och transporter av byggmaterial och maskiner.",1993-04-29,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jns-mark-ab/surahammar/krbyzhmmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,niclas@jnsmarkab.se,+46735443191,jnsmarkab.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556456-4374,http://aspdahlsel.se/,Aspdahls Elektriska Aktiebolag,Aspdahls Elektriska Aktiebolag,43210,,43210,NORRKÖPING,60006,BOX 6055,Föremålet för bolagets verksamhet är att utföra elinstalla- tionsverksamhet samt bedriva handel med produkter inom detta område ävensom idka annan därmed förenlig verksamhet.,1992-11-10,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/aspdahls+elektriska+ab/norrk%C3%B6ping/lpxjggbij | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@aspdahlsel.se,+46705678396,aspdahlsel.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556523-8796,http://www.sjuadvokater.se/jan-cadstedt,Advokatfirman Jan Cadstedt AB,Advokatfirman Jan Cadstedt AB,69101,,69101,STOCKHOLM,10422,BOX 22016,Bolaget skall bedriva advokatverksamhet.,1995-07-27,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/advokatfirman+jan+cadstedt+ab/stockholm/aalngsxxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,sjuadvokater.se,https://www.sjuadvokater.se/kontakt,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556467-4843,http://alkmansakeri.se/,A Alkmans Åkeri Aktiebolag,A Alkmans Åkeri Aktiebolag,49410,,49410,ÖREBRO,70594,ATTERSTA 606,Bolaget skall bedriva transporter ävensom idka därmed förenlig verksamhet.,1993-05-27,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/a+alkmans+%C3%A5keri+ab/%C3%B6rebro/cntykgvxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,alkmansakeri.se,https://alkmansakeri.se,browser,no,,,HTTP 503 | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556531-6469,http://www.gkventilation.se/,GK-Ventilation AB,GK-Ventilation AB,71124,,71124,BANDHAGEN,12450,SKEBOKVARNSVÄGEN 370,"Bolaget skall bedriva entreprenadverksamhet, konsultation och service inom luftbehandling och VVS samt därmed förenlig verksamhet.",1996-05-09,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gk+ventilation+ab/bandhagen/fcryjmsd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,gkventilation.se,https://gkventilation.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://gkventilation.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556457-7046,http://janlindenvvs.se/,Lindén Jan VVS Aktiebolag,Lindén Jan VVS Aktiebolag,71124,,71124,SOLNA,16959,SÖDRA LÅNGGATAN 25,Bolaget skall bedriva teknisk och ekonomisk konsulterande verksamhet främst inom VVS-området.,1992-11-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lind%C3%A9n+jan+vvs+ab/solna/moxhgbilc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,janlindenvvs.se,https://janlindenvvs.se,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556502-6241,http://www.botrygg.se,Botrygg Bygg AB,Botrygg Bygg AB,41000,,41000; 68203; 68201; 68202; 68209,LINKÖPING,58235,JUNKERSGATAN 1,"Bolaget skall bedriva byggnadsverksamhet, fastighetsförvaltning och hotellverksamhet samt bedriva därmed förenlig verksamhet.",1995-01-12,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/botrygg+bygg+ab/link%C3%B6ping/ingoszdfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,botrygg.se,https://www.botrygg.se/om-oss,browser,no,product_cards,main@https://www.botrygg.se/:productCards(6) | main@https://www.botrygg.se/:samplingRan(sampled=0) | contact_like@https://www.botrygg.se/kontakta-oss/:productCards(5) | internal@https://www.botrygg.se/:productCards(6) | contact_like@https://www.botrygg.se/om-oss/:productCards(5) | contact_like@https://www.botrygg.se/om-oss/uppforandekod/:productCards(5),,,,,,,,,,,,,,,,,,,,,,,,
556488-0325,http://jpbygg.com/,JP Bygg i Vanstad AB,JP Bygg i Vanstad AB,41000,,41000,HJÄRNARP,26698,VANSTADSVÄGEN 235,Bolaget skall bedriva byggnadsverksamhet såsom ny-till- och ombyggnad av fastigheter.,1994-08-15,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jp+bygg+i+vanstad+ab/hj%C3%A4rnarp/ijlsyyzl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,jpbygg.com,https://jpbygg.com,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://jpbygg.com | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556492-7746,http://www.nsrab.com,Nils Stenbergs Redovisningsbyrå Aktiebolag,Nils Stenbergs Redovisningsbyrå Aktiebolag,69201,,69201; 69202,GÖTEBORG,40271,BOX 8822,"Bolaget skall bedriva verksamhet inom redovisnings- och revisionsområdet samt övriga konsulttjänster inom utbildning, företagande och import och marknadsföring av konsument- och industriprodukter avsedda för sjukvården ävensom idka annan därmed förenlig verksamhet.",1994-09-05,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nils+stenbergs+redovisningsbyr%C3%A5+ab/g%C3%B6teborg/iostyanrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,nsrab.com,https://nsrab.com,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://nsrab.com | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556512-9367,http://hgstorm.se,AB H G Storm,AB H G Storm,70200,,70200,KARLSTAD,65342,LILLA ROMSTADSGATAN 11,"Aktiebolaget ska bedriva psykologiska utredningar, utvärdering, organisationsutveckling, alternativ-medicinsk verksamhet. Behandling och handledning inom ovan nämda områden. Handel med värdepapper och fast egendom samt därmed förenlig verksamhet.",1995-05-02,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ab+h+g+storm/karlstad/mnszjngs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,hg@hgstorm.se,,hgstorm.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556496-0457,http://www.tkw.se,TKW Akustik AB,TKW Akustik AB,43320,,43320,SKARPNÄCK,12830,POSTFLYGSGATAN 2 C,"Bolaget skall bedriva försäljning, rådgivning och montering av ljudabsorbenter, undertak och akustikprodukter samt därmed förenlig verksamhet.",1994-10-14,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tkw+akustik+ab/skarpn%C3%A4ck/fhmobbjm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,kontakt@tkw.se,,tkw.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556501-4478,http://www.isoheat.se/,Isoheat Aktiebolag,Isoheat Aktiebolag,43222,,43222,BROTTBY,18603,BOX 69,"Bolaget skall bedriva service, reparationer och installationer inom ventilation, värme, kyla, styr och regler ävensom idka därmed förenlig verksamhet.",1994-12-13,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/isoheat+ab/solna/cgvbyfcst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,isoheat.se,https://isoheat.se,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556519-2969,http://www.lanieltjanst.com,LANI Eltjänst AB,LANI Eltjänst AB,43210,,43210,RAMLÖSA,25360,GRAVÖRGATAN 23,"Bolaget skall bedriva elinstallationer, elservice samt bedriva försäljning av elprodukter såsom spisar och tvättmaskiner ävensom idka därmed förenlig verksamhet.",1995-07-13,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lani-eltjanst-ab/raml%C3%B6sa/kovddiig | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@lanieltjanst.com,+4642147170,lanieltjanst.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
