domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Primetime Aktiebolag,556387-9658,,,,,,,,
,Setred AB,556570-8491,,,,,,,,
,Handmade Design i Gbg AB,556325-2195,,,,,,,,
,Vedbyäng AB,556558-3563,,,,,,,,
,O.O. Byggnadsmaterial i Stehag Aktiebolag,556539-5364,,,,,,,,
,Cleo invest AB,556539-6255,,,,,,,,
,STHLM BIL SVERIGE Aktiebolag,556531-3821,,,,,,,,
,Combit Sweden Aktiebolag,556558-0106,,,,,,,,
,Tore Smith Food AB,556565-4877,,,,,,,,
,Kenson AB,556571-9134,,,,,,,,
,"Prowine Nordic vin, kök & bar AB",556572-9521,,,,,,,,
,DIICON Air Tech Aktiebolag,556511-8956,,,,,,,,
,Pilates Scandinavia AB,556560-6042,,,,,,,,
,Lindahls Bageri i Hageby AB,556561-7437,,,,,,,,
,Mats Trävaror i Bökemåla Aktiebolag,556565-8258,,,,,,,,
,Watrex Aktiebolag,556575-2473,,,,,,,,
,Proffsmat i Övertorneå Aktiebolag,556579-8302,,,,,,,,
,H & H Sverige AB,556583-9338,,,,,,,,
,LABRITT AB,556583-6896,,,,,,,,
,ProfilPartner Swärdh & Björk AB,556584-2662,,,,,,,,
,Brukspecialisten Sverige AB,556523-0983,,,,,,,,
,Kamin & Kakel Fastighetsförvaltning AB,556546-1216,,,,,,,,
,Ölmstad Trä Aktiebolag,556530-5777,,,,,,,,
,Porsön Livs AB,556536-0814,,,,,,,,
,Betong & Epoximetoder Sverige AB,556330-3816,,,,,,,,
,Göran Olsson Bil AB,556537-0003,,,,,,,,
,LJ Radio & Tv Aktiebolag,556559-6870,,,,,,,,
,Petnowa Aktiebolag,556560-3320,,,,,,,,
,Elisabeth Blomqvist Aktiebolag,556568-2480,,,,,,,,
,Magnus Ekström & Söner Aktiebolag,556568-9063,,,,,,,,
,Lågprisvaruhuset Gränslöst Väst AB,556509-8711,,,,,,,,
,MHL Företagsservice AB,556555-1925,,,,,,,,
,Forflex AB,556556-1635,,,,,,,,
,Dahl & Partner Optik AB,556574-3175,,,,,,,,
,Check Point Group AB,556558-1138,,,,,,,,
,Elmelid Musik Aktiebolag,556323-6149,,,,,,,,
,OCL - Brorssons Aktiebolag,556572-1809,,,,,,,,
,Matboden i Ljungsbro AB,556374-5503,,,,,,,,
,"MIT, Modern Industri Teknik Sverige AB",556575-4610,,,,,,,,
,Keranova Aktiebolag,556396-1449,,,,,,,,
,Stockholms Restauranghygien AB,556581-3234,,,,,,,,
,Norrländska Delikatess Skafferiet AB,556548-9324,,,,,,,,
,EKAB Systemservice AB,556549-5305,,,,,,,,
,Asplund & Eriksson Servicecenter AB,556571-3491,,,,,,,,
,BWW Den Goda Arbetsmiljön Aktiebolag,556311-4155,,,,,,,,
,Hus Femton AB,556528-1937,,,,,,,,
,Vimmerby Foder AB,556530-6171,,,,,,,,
,WESTCOM Aktiebolag,556530-8235,,,,,,,,
,Englesson Förvaltning AB,556325-5651,,,,,,,,
,Lhådös Kakel Aktiebolag,556354-2637,,,,,,,,
,Göranssons Bok & Papper Aktiebolag,556368-8315,,,,,,,,
,Hiss-Mekano i Täby AB,556553-1679,,,,,,,,
,Yngve Björkman Seafood Aktiebolag,556561-5670,,,,,,,,
,A.K.O. Holding Aktiebolag,556494-3347,,,,,,,,
,ASKLING BIL AB,556498-2311,,,,,,,,
,Fjordfisk - Ulf Fransson AB,556547-3062,,,,,,,,
,Forest it Design Sweden Aktiebolag,556551-8296,,,,,,,,
,Hummelsta Schakt & Sprängning Aktiebolag,556314-6900,,,,,,,,
,Jowill AB,556565-9157,,,,,,,,
,Broköp Aktiebolag,556377-8850,,,,,,,,
,Raketsport Gruppen i Stockholm AB,556548-7955,,,,,,,,
,Picus Nordic AB,556318-3424,,,,,,,,
,Parmazoo AB,556553-0630,,,,,,,,
,GJS Verktygs AB,556555-7666,,,,,,,,
jaktia.se,,,,,https://jaktia.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Fönsterform Textil Miljö AB,556360-2829,,,,,,,,
,Hallogeen i Stockholm Aktiebolag,556369-2358,,,,,,,,
,ENP European Neutral Products Aktiebolag,556562-3278,,,,,,,,
,Hangda International Aktiebolag,556558-8489,,,,,,,,
,Sport & Reklamtryckeri i Kramfors AB,556539-0126,,,,,,,,
,Järpenhallens Aktiebolag,556496-4616,,,,,,,,
,Pour of Sweden AB,556539-9960,,,,,,,,
,Kontorsvaruhuset i Tomelilla Aktiebolag,556569-2174,,,,,,,,
,Francis Bil AB,556515-6626,,,,,,,,
,CBR Fashion Sweden AB,556555-2030,,,,,,,,
,Bonovie AB,556314-9821,,,,,,,,
,FS Petcare AB,556564-7905,,,,,,,,
,Spiralsystem i Piteå Aktiebolag,556326-6393,,,,,,,,
,Grossbom Aktiebolag,556368-6640,,,,,,,,
,Inventore AB,556385-3646,,,,,,,,
,Engströms Husvagnsservice AB,556385-5401,,,,,,,,
,Nordiska Truss AB,556396-4534,,,,,,,,
,DLM Motor AB,556528-3016,,,,,,,,
,Ola Nesje Försäljnings Aktiebolag,556318-4620,,,,,,,,
,Sparkök ND Syd AB,556534-2655,,,,,,,,
,Rotemica Consulting Aktiebolag,556366-2039,,,,,,,,
,Lif i Trosa Aktiebolag,556529-2314,,,,,,,,
,Färgaffären i Norrtälje AB,556482-8019,,,,,,,,
,Tråget 121 i Lindvallen AB,556564-1551,,,,,,,,
,Fila Nordic AB,556575-0279,,,,,,,,
,Millrock Profilering Aktiebolag,556573-0040,,,,,,,,
,Svensk Industri Konvertering AB,556559-0055,,,,,,,,
,Awinor Aktiebolag,556319-8679,,,,,,,,
,Datanova Sweden AB,556562-7600,,,,,,,,
,Eric's Butiksprofil AB,556570-0464,,,,,,,,
,Ösmo Plantshop AB,556368-7473,,,,,,,,
,Mariestads-Magasinet AB,556573-5080,,,,,,,,
,IT-Development Aktiebolag,556385-7019,,,,,,,,
,Egnet AB,556389-0135,,,,,,,,
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,Renthema Trading AB,556581-5395,,,,,,,,
,Autobus Leo Rand Aktiebolag,556402-7620,,,,,,,,
,JS Truck Reservdelsgrossisten i Växjö AB,556522-7971,,,,,,,,
,Växtkraft i Solberga AB,556563-4689,,,,,,,,
,Annelunds Trailers AB,556482-9504,,,,,,,,
,Koloftex AB,556566-0288,,,,,,,,
,SIBE International AB,556568-8107,,,,,,,,
,TC Optik Aktiebolag,556505-4821,,,,,,,,
,Korsberga Byggprodukter AB,556551-9807,,,,,,,,
,Topcom Sverige AB,556578-7073,,,,,,,,
,Tilack i Falkenberg AB,556566-2045,,,,,,,,
,Claes Hovhammar Aktiebolag,556368-8430,,,,,,,,
,Bröderna Sundelin Försäljnings Aktiebolag,556375-3135,,,,,,,,
,Infiniti Medical Aktiebolag,556389-3675,,,,,,,,
,awp design AB,556583-2879,,,,,,,,
,Upp i Norr AB,556519-4551,,,,,,,,
,Litcon Tools Aktiebolag,556520-5506,,,,,,,,
,BENNETS IMPORT I LERUM Aktiebolag,556315-4383,,,,,,,,
,Ostra Invest AB,556531-0421,,,,,,,,
,Censit Aktiebolag,556328-6995,,,,,,,,
,Ramo AB,556555-9530,,,,,,,,
,Värmeservice i Veddige AB,556536-2463,,,,,,,,
,SMARTDOC Aktiebolag,556357-5140,,,,,,,,
,OXO Optik Aktiebolag,556560-1001,,,,,,,,
,Bugser AB,556364-3476,,,,,,,,
,Hyrcentralen Datapartner Vikander AB,556558-8265,,,,,,,,
,IB:s Bensin & Service i Skänninge Aktiebolag,556553-4293,,,,,,,,
,Mobilia Blommor AB,556557-7961,,,,,,,,
,Lanson Group AB,556538-2347,,,,,,,,
,Promobile Sverige AB,556561-1455,,,,,,,,
,Landvetter Stormarknad AB,556546-2685,,,,,,,,
,Öckerö Cementgjuteri AB,556547-8335,,,,,,,,
,International Computer Development ICD i Skellefteå Aktiebolag,556570-5158,,,,,,,,
,K-Bygg Försäljning AB,556572-0231,,,,,,,,
,LW Comics AB,556562-2379,,,,,,,,
,Wackes Aktiebolag,556319-9255,,,,,,,,
,Conorex Iron & Steel Co AB,556565-0073,,,,,,,,
,U. Carlsson Network Systems AB,556564-3425,,,,,,,,
,Biljardexperten i Stockholm Aktiebolag,556324-6171,,,,,,,,
,Mercur Kontorstjänst i Norr AB,556568-5988,,,,,,,,
,Lilla Loppan Stockholm Aktiebolag,556368-8448,,,,,,,,
,Wallink AB,556575-1251,,,,,,,,
,MetLine AB,556575-8439,,,,,,,,
,Matkassen i Lödöse Aktiebolag,556389-6421,,,,,,,,
,Blåsaffären i Oskarshamn Aktiebolag,556397-3162,,,,,,,,
,REMO Förvaltning AB,556584-1201,,,,,,,,
,Media Store Sverige AB,556378-6390,,,,,,,,
,Fyra Ögon Aktiebolag,556578-1415,,,,,,,,
,Vaganza Agenturer AB,556522-7294,,,,,,,,
,Ekorea Kreation AB,556550-6390,,,,,,,,
,Svenska Geotech AB,556555-3020,,,,,,,,
,JÄRN&MASKIN i Norr AB,556543-5079,,,,,,,,
,Atenzia Records AB,556544-8841,,,,,,,,
,Norra älvstranden Konditori AB,556565-5072,,,,,,,,
,TeamEngine Group AB,556533-1955,,,,,,,,
,Ferroman Special Steel AB,556487-5952,,,,,,,,
,Daniel & Stefans Bensin & Service Aktiebolag,556492-1798,,,,,,,,
,Vagabond Global AB,556567-5237,,,,,,,,
,Idépoolen i Piteå Aktiebolag,556544-1408,,,,,,,,
,Frigoparts MP AB,556544-1697,,,,,,,,
,Fri Form Aktiebolag,556503-1647,,,,,,,,
,Vestre Sverige AB (VESTREAB),556572-2344,,,,,,,,
,Funcat Aktiebolag,556505-6818,,,,,,,,
,Chinor Aktiebolag,556553-5639,,,,,,,,
,TMS Electronics AB,556580-4613,,,,,,,,
,Björks El-Möbelbutiken AB,556316-9738,,,,,,,,
,Nida Fastigheter AB,556327-2326,,,,,,,,
,HEMTEXTIL I ROSLAGEN Aktiebolag,556369-0204,,,,,,,,
,Gunnebo Safe Storage AB,556573-7508,,,,,,,,
,First Trade AB,556576-8511,,,,,,,,
,TS Design & Produktion AB,556397-3402,,,,,,,,
,P W rengöringsprodukter i Gbg AB,556585-7397,,,,,,,,
,Robban Carlberg AB,556577-5219,,,,,,,,
,Lilla Garderoben på Limhamn AB,556315-7014,,,,,,,,
,Temenid Ventures AB,556529-7099,,,,,,,,
,Jean & Joseph Menswear AB,556555-4465,,,,,,,,
,KSL Trading AB,556541-5261,,,,,,,,
,Helmer Group Sweden AB,556562-1223,,,,,,,,
,1956 i Arvika AB,556545-3551,,,,,,,,
,Lisoma AB,556530-8805,,,,,,,,
,Urmakar'n i Varberg Aktiebolag,556533-2524,,,,,,,,
,Vendico Chemicals Aktiebolag,556487-8410,,,,,,,,
,Ewander Sverige AB,556560-3817,,,,,,,,
,Holkasjö Fastigheter AB,556544-2729,,,,,,,,
,MIQMAQ AB,556544-3081,,,,,,,,
,Proon AB,556549-7079,,,,,,,,
,Mats Klassons Bil AB,556552-0763,,,,,,,,
,Sportcreation Sweden AB,556552-0912,,,,,,,,
,Svenska Rum Antikt AB,556554-9028,,,,,,,,
,MediTech Nordic AB,556567-7548,,,,,,,,
,Sawmill Products Sweden AB,556555-2816,,,,,,,,
,I-Sport i Vimmerby Aktiebolag,556317-0397,,,,,,,,
,Scapa Inter AB,556559-3984,,,,,,,,
,Ulf Lantto Aktiebolag,556566-4439,,,,,,,,
,Jan & Klas försäljning AB,556386-6325,,,,,,,,
,Anderssons Mynt & Sedel AB,556393-8934,,,,,,,,
,Leksakshuset i Eslöv Aktiebolag,556397-6926,,,,,,,,
,Så Fin VL AB,556584-9089,,,,,,,,
,Nordic Souvenir AB,556558-1401,,,,,,,,
,Northerner Scandinavia AB,556559-1699,,,,,,,,
,Tom Axelsson AB,556403-2729,,,,,,,,
,Snapphanetruck AB,556525-1823,,,,,,,,
,Length H AB,556525-1856,,,,,,,,
,VP Autoparts AB,556526-9148,,,,,,,,
,C-Service i Skellefteå AB,556547-9945,,,,,,,,
,Rio Import & Export AB,556549-7780,,,,,,,,
,Fine Design Stockholm AB,556531-4274,,,,,,,,
,Anders Bil & Maskin i Målilla AB,556539-0175,,,,,,,,
,Gezelius Tobak & Papper Aktiebolag,556364-8657,,,,,,,,
,DSM Scandinavia Aktiebolag,556541-6400,,,,,,,,
,Thaungs Förvaltning Aktiebolag,556492-3695,,,,,,,,
,Rosenqvist Maskin AB,556493-3710,,,,,,,,
,West-Base AB,556570-6222,,,,,,,,
,SE & HA Semir & Hannan Aktiebolag,556566-6178,,,,,,,,
,Fruitcake Fashion AB,556546-6082,,,,,,,,
,Sten Brunnström Konsult AB,556504-5290,,,,,,,,
,Lycksele Livsmedel Aktiebolag,556570-8228,,,,,,,,
,Steform AB,556569-6787,,,,,,,,
,SUNFIRE AB,556570-7931,,,,,,,,
,Juvelen i Skrapan Aktiebolag,556369-6326,,,,,,,,
,Ringöns Byggservice AB,556576-0138,,,,,,,,
,Rimforest AB,556386-9519,,,,,,,,
,Cadit Norrbotten AB,556580-5990,,,,,,,,
,Back to old school AB,556582-6129,,,,,,,,
,Mats Bilar i Borlänge Aktiebolag,556378-8883,,,,,,,,
,Vasatherm Aktiebolag,556578-1480,,,,,,,,
,Björn Axén Retail AB,556545-4302,,,,,,,,
,Table Interiör Aktiebolag,556546-9284,,,,,,,,
,Ekeskogs Bokhandel Aktiebolag,556312-4931,,,,,,,,
,Moonkey Business AB,556324-1040,,,,,,,,
,Leif Sjöberg Trading Aktiebolag,556358-2104,,,,,,,,
,Strömsund Sport AB,556540-4950,,,,,,,,
,Bryggaregatans Konfektions AB,556562-6099,,,,,,,,
,Naturuum Aktiebolag,556562-6370,,,,,,,,
,Göteborgs Langettering Aktiebolag,556366-8424,,,,,,,,
,Espeto i Vänersborg AB,556486-3487,,,,,,,,
,Lisa Gertsson AB,556556-7798,,,,,,,,
,Livs i Kubik i Kolbäck AB,556564-6303,,,,,,,,
,Mattias Perssons Oljetransporter AB,556509-0759,,,,,,,,
,ExMez AB,556571-0703,,,,,,,,
,LINDIS AB,556573-1584,,,,,,,,
,B A FÄRG o TAPETLAGRET Aktiebolag,556374-7467,,,,,,,,
,Öbergs Skog & Handel i Katrineholm AB,556547-4714,,,,,,,,
,Tropical Scandinavia AB,556320-5011,,,,,,,,
,A Petterssons Livsmedel i Umeå Aktiebolag,556570-8236,,,,,,,,
,Amicus Scandinavia AB,556574-0577,,,,,,,,
,ANGULARIS AB,556575-5237,,,,,,,,
,FärgRiket AB,556582-6467,,,,,,,,
,AO Sverige AB,556586-3148,,,,,,,,
,Powersports Distribution Scandinavia AB,556584-2118,,,,,,,,
,Royal Group of Entertainment AB,556545-4955,,,,,,,,
,Agcon AB,556547-0415,,,,,,,,
,Företagsinformation i Skandinavien JiBeGe Aktiebolag,556326-8712,,,,,,,,
,Boströms Byggshop AB,556352-4841,,,,,,,,
,Tebladet Trädgårdstorget AB,556536-5284,,,,,,,,
,Pavonia Saving AB,556559-5443,,,,,,,,
,Hemmastil GLAS OCH PORSLIN i NÄSSJÖ AB,556538-5027,,,,,,,,
,EKO Fågel fisk och mittemellan Aktiebolag,556566-6137,,,,,,,,
,Aktiebolaget M. Anderssons Skor,556497-6784,,,,,,,,
,Teknikservice Sverige AB,556567-7555,,,,,,,,
,Vincent Shoe Store Sweden AB,556569-4766,,,,,,,,
facebook.com,,,dev7561@gmail.com; kundansvarig@studioexpress.se,,https://www.facebook.com/kundtjanst,browser,yes,checkout_provider; checkout; provider:adyen,main@https://www.facebook.com/:samplingRan(sampled=0) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:hasCheckout(urlPath:/order) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:providers(adyen) | DECISION@contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect,
,Häverödal Livs Aktiebolag,556571-6171,,,,,,,,
,Lush Sweden AB,556546-7940,,,,,,,,
,Gelins KGK AB,556572-5362,,,,,,,,
,Värnamo Grusmaskiner Aktiebolag,556374-8259,,,,,,,,
,JH Erikssonshusvagnar AB,556547-5166,,,,,,,,
,Bollnäs Autoservice AB,556315-3351,,,,,,,,
,Skinnmäster i Örebro Aktiebolag,556317-8721,,,,,,,,
,Akustikmoduler Sverige AB,556320-5219,,,,,,,,
,DA-JE Livs AB,556565-6054,,,,,,,,
,Syrico Gross Aktiebolag,556568-8214,,,,,,,,
,Ronny Nilsson i Töcksfors AB,556570-0720,,,,,,,,
,Pause Ljud & Bild Norrlandsgatan AB,556570-8517,,,,,,,,
,Supékort Sweden AB,556571-2865,,,,,,,,
,Wefixit Svenska AB,556580-7079,,,,,,,,
,Däckgrossisten J.L.E. AB,556576-0187,,,,,,,,
,ABOCO AB,556577-0525,,,,,,,,
,Persienkajal Orientmattor AB,556577-7520,,,,,,,,
,Uppsala Fotografi & Konsult AB,556545-6356,,,,,,,,
,active8 distribution AB,556320-8494,,,,,,,,
,Defendor AB,556552-2264,,,,,,,,
,OPEN POS Sweden AB,556328-9577,,,,,,,,
,Ljungby Optikern Aktiebolag,556352-7570,,,,,,,,
,Carbura AB,556559-0931,,,,,,,,
,SweBev AB,556545-7354,,,,,,,,
,Hayama Invest AB,556561-0358,,,,,,,,
,Jiska Design - Kristallhuset Aktiebolag,556535-3413,,,,,,,,
,Solitrade AB,556561-8476,,,,,,,,
,Sinnets Rum AB,556569-5797,,,,,,,,
,T & B Handel AB,556573-3531,,,,,,,,
,Nåvesses Aktiebolag,556568-5863,,,,,,,,
,ProBike i Västerås Aktiebolag,556548-3913,,,,,,,,
,Ting Ute & Inne Syd AB,556577-7181,,,,,,,,
,SafeSack Scandinavia AB,556580-9927,,,,,,,,
,REWood AB,556562-6602,,,,,,,,
,Macken i Smebacken AB,556564-1155,,,,,,,,
,Sound Pollution Aktiebolag,556567-1921,,,,,,,,
,Kasskawo Restaurang Aktiebolag,556565-4455,,,,,,,,
,Dalme & Nero Försäljning Aktiebolag,556377-0519,,,,,,,,
bilborsen.com,,,,,https://bilborsen.com,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Wetterling Gallery AB,556572-1890,,,,,,,,
,Wahlman Textil Import AB,556566-4058,,,,,,,,
,Avenyns Guld och Gravyr AB,556537-5473,,,,,,,,
,Hemtextil i Ystad AB,556581-5643,,,,,,,,
,Opticon Sensors Nordic AB,556560-7271,,,,,,,,
,Bukowski Design AB,556578-4229,,,,,,,,
,Blomsterboda Sverige AB,556541-1088,,,,,,,,
,Teleflex Medical Nordic AB,556570-8756,,,,,,,,
,Olovslunden Aktiebolag,556542-2614,,,,,,,,
,Skandinavisk Elimport Aktiebolag,556547-3674,,,,,,,,
,Didriksons Regnkläder AB,556566-1831,,,,,,,,
,Din nya värme i Storstockholm AB,556573-3580,,,,,,,,
,Morger Consulting AB,556581-9108,,,,,,,,
,Rollco AB,556574-0353,,,,,,,,
,Jämjö Golv AB,556594-2108,,,,,,,,
,Färgbolaget Studio i Borås AB,556562-7675,,,,,,,,
,Mediquest Aktiebolag,556572-2583,,,,,,,,
,Lindströms Sverige AB,556577-0491,,,,,,,,
,R Larsson Maskinförsäljning Aktiebolag,556599-2038,,,,,,,,
,Stockholms Matbolag AB,556570-4847,,,,,,,,
,Netsmart AB,556565-4323,,,,,,,,
,Ilsbo B & S AB,556571-3582,,,,,,,,
,Stenexpo AB,556581-2707,,,,,,,,
,Johannesson & Ahlm AB,556572-4472,,,,,,,,
,Mustang AB,556564-8218,,,,,,,,
,Varekilsboden Aktiebolag,556546-4194,,,,,,,,
,AB Ramnav,556585-6621,,,,,,,,
,Apotekstjänst Sverige AB,556577-4097,,,,,,,,
,Kavat Kosmetikutveckling Aktiebolag,556590-6798,,,,,,,,
,Kontorsgruppen i Sverige AB,556589-6759,,,,,,,,
,Fiskgrossisten i Göteborg AB,556564-5693,,,,,,,,
,Datakliniken i Eslöv AB,556526-9551,,,,,,,,
,RMK Respons Marketing Konsult AB,556558-8463,,,,,,,,
,Tures Mack AB,556572-4613,,,,,,,,
,Niagara Seafoods AB,556574-2185,,,,,,,,
,Kalasboden i Vänersborg AB,556577-1333,,,,,,,,
,Stopp Matmarknad i Gnesta AB,556581-4778,,,,,,,,
,BSGA Västerås AB,556577-1127,,,,,,,,
,Rafo AB,556572-6550,,,,,,,,
,Merchandise in Sweden Aktiebolag,556579-7601,,,,,,,,
,Gottfridsson o Persson Construction AB,556571-1198,,,,,,,,
,The Swedish Whisky Society AB,556580-6451,,,,,,,,
,Kakel proffsen i Falun AB,556572-7764,,,,,,,,
,LjusExperten Borås AB,556562-0324,,,,,,,,
,Malmö Hi-Fi Center Aktiebolag,556543-5624,,,,,,,,
,Catch With Care AB,556570-5067,,,,,,,,
,ACTUM Sweden AB,556567-9924,,,,,,,,
,Brillor å Sånt i Malmö AB,556582-1237,,,,,,,,
,Jolinda AB,556575-4057,,,,,,,,
,EK Steam Power Sales & Rental AB,556572-0850,,,,,,,,
,Tengtools International Sweden AB,556580-3474,,,,,,,,
,EVALVI AB,556590-8927,,,,,,,,
,Peter Skoglund Agenturer AB,556581-3671,,,,,,,,
,TK i Ljungagård AB,556574-6277,,,,,,,,
,Almedalsmagasinet AB,556582-8034,,,,,,,,
,Svenssons Livs i Lund AB,556589-7443,,,,,,,,
,Almmy AB,556546-3865,,,,,,,,
,CH Gruppen AB,556551-4287,,,,,,,,
,CMP Scandinavia AB,556555-6650,,,,,,,,
,Holmströms Mat Aktiebolag,556556-4001,,,,,,,,
,Rosin Smycken AB,556560-4492,,,,,,,,
,Kihls trädgård AB,556543-0542,,,,,,,,
,Mobilo AB,556568-7687,,,,,,,,
,Unal & Co AB,556584-2464,,,,,,,,
,Winchmatic Sales AB,556580-5842,,,,,,,,
,BOLEI Aktiebolag,556550-0526,,,,,,,,
,Greger Wendin AB,556570-4649,,,,,,,,
,Bogstedt Bil AB,556589-6825,,,,,,,,
,MobilCenter i Oskarshamn AB,556576-7026,,,,,,,,
,Norra ServTech AB,556580-4001,,,,,,,,
,Sprinkler Head Group AB,556595-2461,,,,,,,,
,Cederträ Väst AB,556563-3285,,,,,,,,
,Swedpac AB,556525-1005,,,,,,,,
,Scandinavian Nonwoven AB,556566-8679,,,,,,,,
,Nordic Kids Shoes AB,556567-0394,,,,,,,,
firststop.se,,,info@firststop.se,,https://firststop.se/om-oss,browser,no,sampled_1; sample_addtocart_1,contact_like@https://firststop.se/om-oss:samplingRan(sampled=1) | sampleURL@https://firststop.se/ga-med-i-first-stops-natverk:status=200:ATC,
,FrasWeda AB,556562-4318,,,,,,,,
,Albins Leksaker i Hudiksvall AB,556572-7491,,,,,,,,
,Castellux International AB,556551-8445,,,,,,,,
,S.A Persienn & Markisservice AB,556570-6602,,,,,,,,
,Moderna Möbler Stockholm AB,556577-2828,,,,,,,,
,Wild Windows AB,556560-2678,,,,,,,,
,Aktiebolaget Filipiniana Sweden Arts & Crafts,556573-8498,,,,,,,,
,Unibrands AB,556564-8457,,,,,,,,
,Dataförlaget i Växjö AB,556563-6403,,,,,,,,
,Akebono Unlimited AB,556562-9192,,,,,,,,
,Impressio Sweden AB,556568-5525,,,,,,,,
,El & Hushållsservice AB,556576-7471,,,,,,,,
,Tibonati Aktiebolag,556567-0121,,,,,,,,
,4R-ental Nordic AB,556577-8650,,,,,,,,
,Hägerstensåsens Livs Aktiebolag,556540-0081,,,,,,,,
,Butik 4108168 Sthlm Cstn Stora Hallen AB,556555-7500,,,,,,,,
,Kyrkhults Förmedlingsservice Aktiebolag,556542-9569,,,,,,,,
,MALTEMI AB,556558-9628,,,,,,,,
,Nordfrukt i Stockholm AB,556559-9254,,,,,,,,
,Kjell Sundstedt & Co Aktiebolag,556529-8634,,,,,,,,
,Duwe & I AB,556560-5788,,,,,,,,
,Enenda AB,556558-8257,,,,,,,,
,Friis & Co AB,556559-8546,,,,,,,,
,Soft Boys Aktiebolag,556561-4616,,,,,,,,
,M3 Nordic AB,556563-7104,,,,,,,,
,Trendmakeriet AB,556593-8114,,,,,,,,
,TDK Nordic AB,556594-4054,,,,,,,,
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,M&J Service AB,556584-3330,,,,,,,,
,Satcom AB,556578-3379,,,,,,,,
,Qualisys AB,556591-1160,,,,,,,,
,Anygraaf AB,556562-2890,,,,,,,,
,Livstycket Produktion AB,556554-3005,,,,,,,,
,Evince Cosmetics AB,556545-8493,,,,,,,,
,NortonLifeLock Sweden AB,556548-1248,,,,,,,,
,House of Panos AB,556527-5822,,,,,,,,
,Eriksson Malmsten Förvaltning AB,556549-6568,,,,,,,,
,Paradox Security AB,556562-2494,,,,,,,,
,Lithners Bildemontering AB,556562-1595,,,,,,,,
,THV Global AB,556564-9836,,,,,,,,
,Projektkakel i Sverige AB,556564-0215,,,,,,,,
,M Larssons Guld AB,556537-8154,,,,,,,,
,Nuklex AB,556569-1721,,,,,,,,
,ABOM AB,556568-0575,,,,,,,,
,Silver Weibull Sweden Aktiebolag,556561-5225,,,,,,,,
,SkanDiet AB,556579-9805,,,,,,,,
,LookC AB,556580-6873,,,,,,,,
,Färgmästaren i Eskilstuna AB,556565-4372,,,,,,,,
,TNGSTN Automation Sweden AB,556581-3176,,,,,,,,
,Lyko Sverige AB,556575-3018,,,,,,,,
,Rumrum Aktiebolag,556544-2174,,,,,,,,
,Ligo Maskin AB,556572-2773,,,,,,,,
,Hånäs Marin Aktiebolag,556569-0343,,,,,,,,
,Groundhog Connect AB,556596-5216,,,,,,,,
,Delta Electronics (Sweden) AB,556563-3889,,,,,,,,
,Christer Kjäll Livs AB,556554-3526,,,,,,,,
,Jessica Livs AB,556561-4061,,,,,,,,
,HYDNET AB,556552-9848,,,,,,,,
,Nordansjö Industriagentur Aktiebolag,556555-8904,,,,,,,,
,Strategic Test Scandinavia AB,556572-9745,,,,,,,,
,Galleri Hedenius AB,556559-4479,,,,,,,,
,Lecab Lastbilar AB,556561-9839,,,,,,,,
,Teknikcenter i Halland AB,556580-7319,,,,,,,,
,Markis- & Gardinservice i Vetlanda AB,556582-1302,,,,,,,,
,Serva office AB,556565-5932,,,,,,,,
,House of Brands Nordic AB,556544-8957,,,,,,,,
,4fun i Falkenberg AB,556571-3343,,,,,,,,
,D & L De Luxe Import-Export AB,556587-8674,,,,,,,,
,Moderbolaget i Stockholm AB,556572-6311,,,,,,,,
,LensWay Group AB,556579-3188,,,,,,,,
,Gustavsberg Rörsystem AB,556554-0662,,,,,,,,
,Trest Aktiebolag,556590-7168,,,,,,,,
,AutoPerformance Sweden AB,556580-9869,,,,,,,,
,Skogsluffaren AB,556525-2862,,,,,,,,
,Marianne von Kantzow Aktiebolag,556556-9760,,,,,,,,
,Busmarket Sweden Aktiebolag,556557-2210,,,,,,,,
,Thords AB,556559-5013,,,,,,,,
,FOLKES BIL I STRÖMSUND AB,556562-9374,,,,,,,,
,Sandahls Modehus S'34 AB,556535-8727,,,,,,,,
,Maries Friskvård för Häst & Ryttare AB,556552-5382,,,,,,,,
,Lampshopen i Falun Aktiebolag,556575-2580,,,,,,,,
,City On Time AB,556578-0078,,,,,,,,
,Euromekanik AB,556562-0712,,,,,,,,
,Network Expertise Sweden AB,556577-5474,,,,,,,,
,Mathörnan i Mariannelund Aktiebolag,556542-2119,,,,,,,,
