orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556487-0342,Sigtuna Mark & Anläggning AB,Sigtuna Mark & Anläggning AB,43120,,43120; 41000,SIGTUNA,19340,KOGGEVÄGEN 4,"Bolaget skall bedriva bygg-, mark- och anläggningsentreprenader samt idka därmed förenlig verksamhet.",1994-05-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556491-9818,Anders Henriksson Konsult Aktiebolag,Anders Henriksson Konsult Aktiebolag,69201,,69201,STOCKHOLM,11457,RIDDARGATAN 48  2TR LGH 1201,"Bolaget skall bedriva konsultverksamhet inom konkursförvaltning, bokföring- och redovisningsbyrå, handel med värdepapper och ädla metaller. Konsultverksamhet utbildning inom flygbranschen, freelance-pilotverksamhet samt därmed förenlig verksamhet.",1994-09-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556460-3438,P&M Ekonomi i Uppsala AB,P&M Ekonomi i Uppsala AB,43210,,43210,UPPSALA,75334,SVARTBÄCKSGATAN 123,Föremålet för bolagets verksamhet är att utföra administrativa tjänster inom ekonomi och därmed förenlig verksamhet.,1993-02-12,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,
556488-2206,BMK Advokat AB,BMK Advokat AB,69101,,69101,STOCKHOLM,10123,BOX 180,Bolaget skall uteslutande bedriva advokatrörelse.,1994-05-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556471-0746,Bygg och Marktjänster i Frinnaryd Aktiebolag,Bygg och Marktjänster i Frinnaryd Aktiebolag,41000,,41000,FRINNARYD,57874,GÄRDESGATAN 18,Föremålet för bolagets verksamhet är alla slags tjänster inom bygg- och marksektorn. Bolaget skall även förvalta och idka handel med fastigheter och värdepapper och därmed förenlig verksamhet.,1993-08-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556473-3854,Finnma Aktiebolag,Finnma Aktiebolag,69201,,69201,BROMÖLLA,29591,PARADISVÄGEN 82,"Bolaget skall bedriva juridisk konsultation, administrations- service och bokföring och därmed förenlig verksamhet.",1993-09-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556486-2240,J & R Benjaminsson Bygg Aktiebolag,J & R Benjaminsson Bygg Aktiebolag,43320,,43320,TORSLANDA,42347,BILDSTENSGATAN 58,Bolaget skall bedriva snickeri- och byggverksamhet samt därmed förenlig verksamhet.,1994-05-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556477-8867,Conweld Aktiebolag,Conweld Aktiebolag,49410,,49410; 25530; 43411,VINSLÖV,28832,BJÖRKHAGAVÄGEN 10,"Bolaget skall tillverka stålkonstruktioner och utföra monteringstjänster och bedriva åkeriverksamhet, samt därmed förenlig verksamhet.",1993-12-06,active,,,http://www.conweld.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/conweld+ab/vinsl%C3%B6v/fctddcpst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,conweld.se,https://conweld.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://conweld.se | method:browser
556480-5884,Bengt Johanssons Åkeri i Torup Aktiebolag,Bengt Johanssons Åkeri i Torup Aktiebolag,49410,,49410,TORUP,31496,MJÄLAHULT,Bolaget ska bedriva lastbilsåkeri och entreprenadverksamhet och därmed förenlig verksamhet.,1994-01-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556499-0041,Kumla Butik- & Byggmontage Aktiebolag,Kumla Butik- & Byggmontage Aktiebolag,41000,,41000,KUMLA,69236,SKOTTVALLAVÄGEN 28,Bolaget skall bedriva byggnadsarbeten och därmed förenlig verksamhet.,1994-12-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556500-1798,Eklunds Mora AB,Eklunds Mora AB,43221,,43221,MORA,79232,SKOLVÄGEN 6,"Aktiebolaget ska bedriva installationer inom värme och sanitet, kaminer och eldstäder, bygg och fastighetsskötsel samt bedriva detaljhandel inom värme och sanitet, kaminer och eldstäder och diverse byggprodukter.",1994-12-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556477-8792,F.G. Kran- och Maskinförarutbildning Aktiebolag,F.G. Kran- och Maskinförarutbildning Aktiebolag,71121,,71121; 46630,KUNGÄLV,44215,BOX 533,"Bolaget skall bedriva kran- och maskinförarutbildning inom bygg- och entreprenadsektorn samt tillhörande konsultation, uthyrning och försäljning av byggmaskiner samt därmed förenlig verksamhet.",1993-12-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556484-4172,Acta Larmsystem AB,Acta Larmsystem AB,70200,,70200; 80090,GÖTEBORG,41763,BELEGATAN 1,"Aktiebolaget skall bedriva konsultverksamhet avseende företagsorganisation, konstruktion och design av säkerhetsanläggningar, försäljning och installation samt service och uthyrning av säkerhetsanläggningar, äga och förvalta aktier och andra värdepapper samt idka därmed förenlig verksamhet.",1994-04-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556240-1090,Uno Johanssons Åkeri AB,Uno Johanssons Åkeri Aktiebolag,49410,,49410,TIBRO,54350,JÄRNVÄGSGATAN 10,Bolaget skall driva verksamhet med godstransporter ävensom idka därmed förenlig verksamhet.,1984-03-16,active,,,http://www.unojohanssonsakeri.se/,,hitta_orgnr,high,info@unojohanssonakeri.se,+46 504 129 53,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/uno+johanssons+%C3%A5keri+ab/tibro/ikmgoxzi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,unojohanssonsakeri.se,https://unojohanssonsakeri.se,static,no,,,
556490-4828,KKL Umeå Aktiebolag,KKL Umeå Aktiebolag,71121,,71121,UMEÅ,90435,SMULTRONVÄGEN 1,"Bolaget skall bedriva teknisk- och ekonomisk rådgivning inom byggsektorn, dessutom bedriva handel med datorer, datorprogram, värdepapper samt idka därmed förenlig verksamhet.",1994-07-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556499-8895,Lennart K. Andersson Revisionsbyrå Aktiebolag,Lennart K. Andersson Revisionsbyrå Aktiebolag,69201,,69201; 69202,BORÅS,50463,LUNDASKOGSVÄGEN 17 A,"Bolaget skall bedriva revisions- och redovisningsbyrå innefattande revisionstjänster samt kvalificerad hjälp för småföretag med redovisning, bolagsbildningar, skatte- och deklarationsärenden samt därmed förenlig verksamhet.",1994-12-16,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,
556500-7654,J Sundkvist Förvaltnings AB,J Sundkvist Förvaltnings AB,69102,,69102,KATRINEHOLM,64195,SOLVIK MARMORBYN,"Föremålet för bolagets verksamhet är konsultativ rådgivning inom ekonomi, juridik och kapitalförvaltning samt därmed förenlig verksamhet.",1994-12-09,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,
556505-0001,AB Carlbaums Bleck och Plåt,Aktiebolaget Carlbaums Bleck och plåt,43411,,43411,FRILLESÅS,43961,OLIVEDALSVÄGEN 5,Bolaget skall bedriva plåtslageriverksamhet samt handel med värdepapper jämte därmed förenlig verksamhet.,1995-01-24,active,,,http://carlbaumsplat.se,,hitta_orgnr,high,carla.carlbaum@telia.com,+46 70 595 29 11,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ab+carlbaums+bleck+och+pl%C3%A5t/frilles%C3%A5s/kcpvyjjo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,carlbaumsplat.se,https://www.carlbaumsplat.se/kontakt,browser,no,,,
556254-5375,Bromma Måleri Aktiebolag,Bromma Måleri Aktiebolag,43341,,43341,SPÅNGA,16353,DOMNARVSGATAN 33  LOKAL 3,"Bolaget skall bedriva service- reparations- och entreprenadverksamhet inom byggbranchen, måleri och därmed förenlig verksamhet.",1985-01-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556276-5643,ElektroRydén Aktiebolag,ElektroRydén Aktiebolag,43210,,43210,RÖSTÅNGA,26868,HAGAGATAN 16,"Bolaget skall driva rörelse avseende installationer, konstruktioner och service inom elektriska området ävensom idka därmed förenlig verksamhet.",1986-05-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556502-2380,Dan Hjalmarssons Utredningsaktiebolag,Dan Hjalmarssons Utredningsaktiebolag,70200,,70200,STOCKHOLM,11260,WIVALLIUSGATAN 19,"Bolaget skall bedriva konsultverksamhet inom områdena närings- politik och strukturomvandling, ekonomi, organisations- och personalutveckling bedriva handel med värdepapper samt därmed förenlig verksamhet.",1994-12-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556514-2089,Advokatfirman Broomé AB,Advokatfirman Broomé AB,69101,,69101,TÄBY,18363,GLÄNTVÄGEN 2,Föremålet för bolagets verksamhet är att driva advokatverksamhet.,1995-06-06,active,,,http://www.advbroome.com/Kontakt.html,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/advokatfirman+broom%C3%A9+ab/-/jlsyaoszd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,advbroome.com,https://advbroome.com,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://advbroome.com | method:browser
556514-0091,Bygga Bo i Grödinge Aktiebolag,Bygga Bo i Grödinge Aktiebolag,71121,,71121,GRÖDINGE,14707,BOX 4,"Bolaget skall bedriva teknisk konsultverksamhet inom byggnadsbranschen , samt därmed förenlig verksamhet.",1995-05-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556259-2187,"Rolf Levin, Byggkonsult Aktiebolag","Rolf Levin, Byggkonsult Aktiebolag",71121,,71121,SÖDERHAMN,82691,MARIEHILL 412,Bolaget skall bedriva konsultverksamhet i byggnadsfrågor ävensom idka därmed förenlig verksamhet.,1985-05-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556515-9174,Nordic Surface Sweden AB,Nordic Surface Sweden AB,42990,,42990; 46831,SALTSJÖ-BOO,13238,SNICKARVÄGEN 1 E,"Bolaget ska bedriva utveckling och handel med beläggningsmaterial, utföra markarbeten jämte därmed förenlig verksamhet.",1995-09-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556517-4272,CN RÖR AB,CN Rör AB,43221,,43221,MÖLNDAL,43162,ÅBY ARENAVÄG 8 A,"Föremålet för bolagets verksamhet är att bedriva VVS, rör och svetsverksamhet inom bygg och entreprenadbranschen, handel med värdepapper, äga och förvalta såväl fast som lös egendom och därmed förenlig verksamhet.",1995-10-02,active,,,http://www.cnrorab.se,,hitta_orgnr,high,julian.hertinge@cnrorab.se; christer.hertinge@cnrorab.se; faktura@cnrorab.se,+46 70 730 38 36; +46 70 399 24 34,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/cn+r%C3%B6r+ab/m%C3%B6lndal/csyjnrdh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,cnrorab.se,https://cnrorab.se,static,no,product_cards,static@https://cnrorab.se:productCards(4),
556263-4500,Quercusvallis AB,Quercusvallis AB,70200,,70200,SALTSJÖBADEN,13334,TROLLVÄGEN 19,"Föremålet för boalgets verksamhet är konsultverksamhet inom redovisning, organisation och kommunikation samt därmed förenlig verksamhet.",1985-09-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556509-2326,Go On Sverige Aktiebolag,Go On Sverige Aktiebolag,70200,,70200,LULEÅ,97341,SLIPVÄGEN 7,"Bolaget skall bedriva försäljning av datorer, tillbehör och hemelektronik samt idka därmed förenlig verksamhet.",1995-02-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556507-3300,VASEPROJEKT AB,VASEPROJEKT AB,71124,,71124; 59200,STALLARHOLMEN,64597,GRANEBERG 1,"Bolaget skall bedriva arbetsmiljö-, brand- och vattensäkring, musikproduktion och marknadskommunikation.",1995-01-20,active,,,http://vaseprojekt.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/vaseprojekt+ab/stallarholmen/cgoxhlrx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,vaseprojekt.se,https://vaseprojekt.se,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://vaseprojekt.se | method:browser
556474-6724,Kullbådan Aktiebolag,Kullbådan Aktiebolag,70200,,70200,BROMMA,16754,ÄPPELVIKSTORGET 6,"Bolaget skall bedriva konsultverksamhet inom företagsutveckling, scenografi och handel med värdepapper samt handel med och uthyrning av fastigheter även som idka därmed förenlig verksamhet.",1993-10-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556312-1457,Petterssons Åkeri i Hölö Aktiebolag,Petterssons Åkeri i Hölö Aktiebolag,49410,,49410,HÖLÖ,15392,BÖKESTA 6  ÄNGBY,Bolaget skall bedriva åkerirörelse ävensom idka därmed förenlig verksamhet.,1987-11-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556473-5909,Liss Entreprenad Aktiebolag,Liss Entreprenad Aktiebolag,43999,,43999,HUDDINGE,14191,EBBADALSVÄGEN 22,Bolaget skall bedriva entreprenadverksamhet med gräv- och lastmaskiner samt utföra mark- och trädgårdsanläggningar samt idka därmed förenlig verksamhet.,1993-09-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556480-8524,Alafors Bil & Maskin AB,Alafors Bil & Maskin AB,43120,,43120,ALAFORS,44950,ÄLEBRÄCKEVÄGEN 32,"Bolaget skall bedriva reparations- och servicearbeten inom bil och entreprenadbranschen, uthyrning av entreprenadmaskiner, entreprenadarbeten inom mark- och vägarbeten och därmed förenlig verksamhet.",1994-01-13,active,,,http://www.abmab.se/,,hitta_orgnr,high,peter@abmab.se,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/alafors+bil+och+maskin+ab/alafors/nsekrbi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,abmab.se,https://abmab.se,static,no,,,
556480-8995,Sven Paulsson Byggkvalite AB,Sven Paulsson Byggkvalite AB,41000,,41000,VÄSTERHANINGE,13736,LUGNETVÄGEN 12,"Bolaget skall bedriva byggnadsrörelse, äga och förvalta fastigheter samt därmed förenlig verksamhet.",1994-01-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556482-7029,HPH Projekt Aktiebolag,HPH Projekt Aktiebolag,71121,,71121; 95240; 85594,BROMMA,16874,MATTVÄGEN 7,"Bolaget skall tillhandahålla konsulttjänster inom byggnadsområdet, utföra möbel- och textilarbeten, utbildning inom vårdområdet samt därmed förenlig verksamhet.",1994-02-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556487-1779,Hedbergs Rör Aktiebolag,Hedbergs Rör Aktiebolag,43221,,43221,BOLLNÄS,82130,NORRA KILAFORSVÄGEN 2,"Bolaget skall sälja VVS produkter, utföra värme-, ventilation och sanitetsarbeten samt idka därmed förenlig verksamhet.",1994-05-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556487-2025,Jörgensens Rör Aktiebolag,Jörgensens Rör Aktiebolag,43221,,43221; 43120; 71124,HÄGERSTEN,12931,TOMTRÄTTSVÄGEN 19,Bolaget skall bedriva verksamhet inom VVS-branschen bestående av entreprenadverksamhet och försäljning av VVS-artiklar. Bolaget skall även bedriva verksamhet bestående i ägande och förvaltande av fast och lös egendom och därmed förenlig verksamhet.,1994-05-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556485-2720,Färgmagasinet i Ö-vik Aktiebolag,Färgmagasinet i Ö-vik Aktiebolag,43341,,43341; 47523,ÖRNSKÖLDSVIK,89139,STRANDGATAN 5 B,"Bolaget skall bedriva måleri, parti- och detaljhandelsförsäljning av färg och kem.tekniska varor, mattor, tapeter, kakel, förvalta fast och lös egendom samt därmed förenlig verksamhet.",1994-04-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556492-0006,D & A ekonomi Aktiebolag,D & A ekonomi Aktiebolag,69201,,69201,NYKÖPING,61168,BRANDHOLMSVÄGEN 1  LGH 1502,"Aktiebolaget ska bedriva redovisning och administrativa tjänster, factoring samt handel med värdepapper och därmed förenlig verksamhet.",1994-08-31,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556489-5059,R-F el-service i Borgholm Aktiebolag,R-F el-service i Borgholm Aktiebolag,43210,,43210,BORGHOLM,38735,HAMMARVÄGEN 10,Bolaget skall bedriva elinstallationer och hushållsservice.,1994-07-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556467-9628,Automations Teknik i Karlstad AB,Automations Teknik i Karlstad AB,71122,,71122,KARLSTAD,65218,SMEDJEGATAN 10,"Bolaget skall bedriva konstruktion, programmering, tillverkning och installation av el- och styrutrustningar vid maskinleveranser och därmed förenlig verksamhet.",1993-11-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556464-5983,K-Konsult Installation Sörmland Aktiebolag,K-Konsult Installation Sörmland Aktiebolag,71123,,71123; 71124,NYKÖPING,61132,VÄSTRA STORGATAN 34,Bolaget skall bedriva tekniskt arbete inom bygg- och fastighetsområdet samt idka därmed förenlig verksamhet.,1993-03-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556488-6066,Paul Johanssons Byggtjänst Aktiebolag,Paul Johanssons Byggtjänst Aktiebolag,43320,,43320,DINGLE,45597,ÅKAREVÄGEN 14,Bolaget skall bedriva bygg och byggentreprenadverksamhet samt därmed förenlig verksamhet.,1994-06-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556494-3297,Nordanå Transport Aktiebolag,Nordanå Transport Aktiebolag,49410,,49410,MALMÖ,21124,STYRSÖGATAN 5,"Bolaget skall bedriva transportverksamhet, lagerverksamhet samt tillhörande logistiktjänster, konsultverksamhet inom transport, handel med värdepapper och därmed förenlig verksamhet.",1994-09-26,active,,,http://www.nordanatransport.se/,,hitta_orgnr,high,bokning@nordanatransport.se,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nordana-transport-ab/malm%C3%B6/ctffnvef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,nordanatransport.se,,,,,,
556479-4013,Bjursund Invest AB,Bjursund Invest AB,70200,,70200,STOCKHOLM,11456,STRANDVÄGEN 43  4TR,"Bolaget verksamhet omfattar handel med aktier, finansiella instrument och övriga värdepapper samt investeringar i risk- kapitalprojekt samt rådgivning i affärsutveckling och företagsledning.",1993-12-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556491-0064,Havren AB,Havren AB,71121,,71121; 62100,LANDSKRONA,26122,BOX 75,"Aktiebolaget ska direkt eller indirekt genom dotterbolag bedriva fastighetsförvaltning, konsultverksamhet inom trä- och järnvaruhandel och därmed förenlig verksamhet.",1994-08-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
