orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556862-2210,Nordemalj AB,Nordemalj AB,47553,,47553; 46900,HELSINGBORG,25656,ÅLDERMANSGATAN 10,"Företaget ska bedriva verksamhet inom nedan nämnda områden samt idka därmed förenlig verksamhet: Tillverkning, import, export och försäljning av emaljskyltar, metallskyltar, träskyltar och plastskyltar. Handel med konsoler, stolpar och tillbehör för skyltar. Konsultverksamhet avseende företagsledning, projekt- ledning, försäljning och marknadsföring. Samt förvaltning och handel med värdepapper och fastigheter.",2011-08-24,active,,,,,,,,,
556882-1408,Träfiluren Leksaker AB,Träfiluren Leksaker AB,47642,,47642; 70200; 46499,VISBY,62157,S:T MICHAELS GRÄND 4 B,Bolaget ska driva grossist- och butiksverksamhet med leksaker och därmed förenlig verksamhet.,2012-01-26,active,,,,,,,,,
556866-9039,B.K.Å Försäljning AB,B.K.Å Försäljning AB,46440,,46440,HÖLÖ,15392,MARMORVÄGEN 7,"Aktiebolagets verksamhet ska vara att bedriva försäljning, distribution, konsultation och utbildning av städ och förbruknings- material inom bygg och förvaltning. Äga och förvalta fastigheter och aktier samt därmed förenlig verksamhet.",2011-10-07,active,,,,,,,,,
556897-2763,Borkbo Salteri AB,Borkbo Salteri AB,46860,,46860,ENÅNGER,82595,BORKBO 34,Föremålet för bolagets verksamhet är att bedriva produktion av surströmming samt därmed förenlig verksamhet. Bedriva yrkesmässig verksamhet med nätfiske (skötar).,2012-07-02,active,,,,,,,,,
556870-9595,Folkunga Trading Aktiebolag,Folkunga Trading Aktiebolag,47260,,47260; 81210; 43999; 77110,BAGARMOSSEN,12845,LAGAPLAN 6,"Bolaget syssla med direkt investering i affärsverksamhet, samt allmänna investeringar inom olika branschen samt förenliga verksamhet.",2011-11-07,active,,,,,,,,,
556873-3967,Viltpoolen Förvaltnings AB,Viltpoolen Förvaltnings AB,46321,,46321,ÖJEBYN,94336,HAMMARVÄGEN 22 B,"Bolaget ska bedriva handel och produktion med viltprodukter, övriga köttprodukter, fisk- och fiskprodukter och bär. Bolaget ska vidare förvalta fast och lös egendom och därmed förenlig verksamhet.",2011-11-28,active,,,,,,,,,
556916-9468,Holst Performance AB,Holst Performance AB,47401,,47401; 62201,TÄBY,18752,VALLATORPSVÄGEN 156,"Bolaget ska bedriva konsultverksamhet med inriktning på IT och därtill hörande försäljning. Konsultverksamhet inom data med inriktning på hård- och mjukvara, utbildning i anslutning därtill samt handel och förvaltning av värdepapper samt därmed förenlig verksamhet.",2012-12-21,active,,,,,,,,,
556894-9142,Evanoff Food AB,Evanoff Food AB,46340,,46340,STOCKHOLM,11267,PRIMUSGATAN 114,"Aktiebolaget ska importera, distribuera och sälja livsmedel med tyngdpunkt på egna utvecklade varumärken.",2012-06-01,active,,,,,,,,,
556883-0557,PST of Sweden AB,PST of Sweden AB,46831,,46831; 46841,ÄLMHULT,34334,KLÖXHULTSVÄGEN 18,Bolaget ska bedriva partihandel med järn- och byggvaror och äga och förvalta fastigheter samt därmed förenlig verksamhet.,2012-02-02,active,,,,,,,,,
556883-6315,Sicco Novus AB,Sicco Novus AB,46431,,46431,LINKÖPING,58941,HACKEFORSVÄGEN 1,"Bolaget ska bedriva import och handel med elektrisk utrustning såsom handtorkar och hårtorkar, sanitetsutrustning för offentliga miljöer, inredningsutrustning för badrum och toalettutrymmen samt därmed förenlig verksamhet.",2012-02-08,active,,,,,,,,,
556883-6455,OceanDrive - Project Management & Investment AB,OceanDrive - Project Management & Investment AB,47122,,47122,TYRESÖ,13542,RÖDINGEVÄGEN 1,Föremålet för bolagets verksamhet är att bedriva projektledning på konsultbasis inom film och TV eller liknande branscher samt investera i verskamheter och eller projekt förenliga med dessa branscher eller liknande.,2012-02-08,active,,,,,,,,,
556900-7957,Cliniclands AB,Cliniclands AB,46460,,46460,GÖTEBORG,40421,BOX 11025,Bolaget ska bedriva partihandel med medicinsk utrustning och apoteksvaror samt därmed förenlig verksamhet.,2012-08-16,active,,,,,,,,,
556815-2333,Cadabra B2B Consulting AB,Cadabra B2B Consulting AB,46499,,46499,DALBY,24751,SKIFTESVÄGEN 2,"Konsulting avseende affärsutveckling, försäljning och marknadsföring inom Life Science och förpackningsindustrin samt därmed förenlig verksamhet.  Import och försäljning av terracottakrunkor och andra designprodukter",2010-07-23,active,,,,,,,,,
556814-9149,Tenniskompaniet JG AB,Tenniskompaniet JG AB,46491,,46491,SALTSJÖ-BOO,13246,KLOSTERVÄGEN 9,"Bolaget skall driva detaljist- och agenturverksamhet av tennisutrustning och därmed förenlig verksamhet. Bolaget skall även bedriva konsulttjänster inom redovisning, ekonomi, annan administration och därmed förenliga tjänster.",2010-07-14,active,,,,,,,,,
556835-0366,Yez2 Logistics AB,Yez2 Logistics AB,46380,,46380; 52260,FALKÖPING,52196,SKOLVÄGEN 4,"Aktiebolaget ska bedriva verksamhet inom logistik, transporter samt terminalhantering, samt försäljning och förmedling av livsmedelsprodukter av lokal karaktär. Bedriva rådgivning inom sälj- och marknadsföring inom livsmedelssektorn. Äga och förvalta fastigheter samt värdepapper.",2010-12-21,active,,,,,,,,,
556837-3087,Boson Investment Group AB,Boson Investment Group AB,46120,,46120,BJÄRRED,23731,DOMAREVÄGEN 9,Bolaget skall handla med råvaror såsom mineraler och kemikalier och ingå internationella samarbeten kring mineralutvinning och handla med värdepapper och därmed förenlig verksamhet.,2011-01-07,active,,,,,,,,,
556826-8774,Stylissimo Spritan AB,Stylissimo Spritan AB,47711,,47711,HELSINGBORG,25220,KULLAGATAN 6,"Bolaget skall bedriva detaljhandel avseende herrkonfektion och ekipering, samt bedriva därmed förenlig verksamhet.",2010-11-22,active,,,,,,,,,
556862-2244,People Wine Aktiebolag,People Wine Aktiebolag,46340,,46340,STOCKHOLM,11550,BO BERGMANS GATA 14  1TRN,"Aktiebolagets verksamhet ska vara att bedriva importverksamhet, marknadsföring och försäljning av alkoholhaltiga drycker.",2011-08-24,active,,,,,,,,,
556846-6469,Leksaksjätten i Sverige AB,Leksaksjätten i Sverige AB,46499,,46499; 70200,LOMMA,23434,SÖDRA VÄSTKUSTVÄGEN 98,"Föremålet för bolagets verksamhet är partihandel med leksaker, konsultverksamhet inom organisation och ekonomi, att äga och förvalta fastigheter, äga, föda upp, tävla och förvalta travhästar, handla med värdepapper och därmed förenlig verksamhet.",2011-03-18,active,,,,,,,,,
556830-8281,SM Consulting i Huddinge AB,SM Consulting i Huddinge AB,46499,,46499; 70200,HÄGERSTEN,12628,MIKROFONVÄGEN 13  LGH 1202,"Bolaget ska bedriva export och import av presentartiklar inom EU, ekonomisk rådgivning, bokföring och deklarationer, översättning från svenska till kinesiska, kantonesiska och vietnamesiska och tvärtom samt personaluthyrning.",2010-12-09,active,,,,,,,,,
556835-9540,Garnkorgen AB,Garnkorgen AB,47510,,47510,SUNDSVALL,85653,KLACKVÄGEN 17,"Bolaget ska bedriva försäljning av garn, mönster och tillbehör samt därmed förenlig verksamhet.",2010-12-28,active,,,,,,,,,
556849-0733,NLG International AB,NLG International AB,46141,,46141,VALLENTUNA,18643,BJÖRNSTIGEN 6,Aktiebolaget ska bedriva import av elektronikkomponenter avsedda att ingå i produktion av svensktillverkade elektronikprodukter samt import av inom- och utomhus belysningsaramaturer försedda med lysdiodteknik.,2011-04-08,active,,,,,,,,,
556877-2072,Cashdata i Sverige AB,Cashdata i Sverige AB,46501,,46501,HISINGS KÄRRA,42536,ORREKULLA INDUSTRIGATA 36,"Bolaget ska bedriva försäljning och service av kassadatasystem samt försäljning av tillbehör i anslutning därtill och därmed förenlig verksamhet. Bolaget ska även bygga och sälja småhus samt därmed förenlig verksamhet. Bolaget skall bedriva handel med bilar, båtar, jet skis, konsulting inom administration, handel med värdepapper samt därmed förenlig verksamhet.",2011-12-20,active,,,,,,,,,
556860-0059,InFreedom AB,InFreedom AB,47121,,47121; 70200,ARBOGA,73246,HERRGÅRDSGATAN 29 A,"Aktiebolagets verksamhet ska vara att bedriva utbildning, förmedling, försäljning av hälsoprodukter och uppdragsförsäljning samt konsulttjänster inom organisationsutveckling och därmed förenlig verksamhet.",2011-07-25,active,,,,,,,,,
556861-1692,Mellringe Servicestation AB,Mellringe Servicestation AB,47112,,47112; 95311; 77390,ÖREBRO,70353,NEJLIKEGATAN 2,"Bolaget ska bedriva försäljning av livsmedel, kioskvaror, tobak, lotter, uthyrning av film och släp, biltillbehör, oljeprodukter, biltvätt, bilverkstad samt därmed förenlig verksamhet.",2011-08-15,active,,,,,,,,,
556879-1643,1 Store Sweden AB,1 Store Sweden AB,47123,,47123,JÖNKÖPING,55593,MÅNSTORP 11,"Bolaget ska bedriva internethandel, webbutik, detaljhandel och import med kläder, hemelektronik, kosmetika, leksaker, jakt- och fisketillbehör, äga och förvalta värdepapper samt därmed förenlig verksamhet.",2012-01-02,active,,,,,,,,,
556863-5055,Mr Mooring AB,Mr Mooring AB,47633,,47633,HALMSTAD,30247,PETERSBURGSGATAN 22,"Bolaget ska tillverka och sälja egna produkter, i huvudsak inom sport-, båt- och fritidsmarknaderna, bedriva tradingverksamhet mot nämnda marknader samt därmed förenlig verksamhet.",2011-09-06,active,,,,,,,,,
556852-5744,Lookibooki AB,Lookibooki AB,47612,,47612,STOCKHOLM,11349,FREJGATAN 57,Bolaget ska tillhandahålla en tjänst på Internet som ger användaren möjlighet att skapa en personlig pekbok med hjälp av sina egna bilder samt bedriva därmed förenlig verksamhet.,2011-05-11,active,,,,,,,,,
556861-3565,Nordic Optics Aktiebolag,Nordic Optics Aktiebolag,46434,,46434; 82300,KUNGÄLV,44241,MUNKEGÄRDEGATAN 233,"Föremålet för bolagets verksamhet är försäljning av glasögon, förvaltning av fastigheter och värdepapper samt därmed förenlig verksamhet.",2011-08-16,active,,,,,,,,,
556873-4593,Calleberg Teknik AB,Calleberg Teknik AB,46720,,46720; 71122,KULLAVIK,42930,ÖSTRA KYVIKSVÄGEN 8,Aktiebolaget ska bedriva förvaltning av aktier och andra värde- papper samt design och försäljning av låsanordningar.,2011-11-28,active,,,,,,,,,
556892-7981,Studio Promotion i Stockholm AB,Studio Promotion i Stockholm AB,46420,,46420,STOCKHOLM,11232,FLEMINGGATAN 26,"Aktiebolaget ska bedriva import, tillverkning och försäljning av reklam-, profil- och promotionartiklar för företag, import och försäljning av produkter för dagligvaruhandel inklusive köks- utrustning, sportartiklar och hygienartiklar samt äga och förvalta värdepapper och fastigheter och bedriva därmed förenlig verksamhet.",2012-05-09,active,,,,,,,,,
556914-7183,Goga Holding AB,Goga Holding AB,47123,,47123; 70200,STOCKHOLM,10631,KIVRA: 556914-7183,Bolaget ska ha till verksamhet att äga och förvalta fast och lös egendom och värdepapper samt därmed förenlig verksamhet.,2012-12-12,active,,,,,,,,,
556878-8631,CEND AB,CEND AB,47692,,47692,HELSINGBORG,25467,SABELGATAN 4,Bolaget skall bedriva handel med konst och därmed förenlig verksamhet.,2011-12-28,active,,,,,,,,,
556882-3800,FasadInvest Sverige AB,FasadInvest Sverige AB,46831,,46831,KARLSTAD,65221,DAGVINDSGATAN 4,"Bolagets verksamhet ska vara att bedriva handel med bygg- och fastighetsprodukter, äga och förvalta fast egendom, bedriva handel med värdepapper samt därmed förenlig verksamhet.",2012-01-28,active,,,,,,,,,
556827-3402,Dynacraft International AB,Dynacraft International AB,46491,,46491,SOLLENTUNA,19133,RIDDAREVÄGEN 13,Bolagets verksamhet är internet och grossistförsäljning av sportartiklar. Handel med värdepapper. Konsulttjänster inom marknadsföring och frakter.,2010-11-24,active,,,,,,,,,
556816-3785,Tranemo Bil AB,Tranemo Bil AB,47811,,47811; 95311,TRANEMO,51433,ÅKERIVÄGEN 6,"Företaget ska bedriva handel inom fordonsbranschen, dvs inköp och försäljning av fordon, och därmed förenlig verksamhet.",2010-08-19,active,,,,,,,,,
556820-1171,Don Bibbo AB,Don Bibbo AB,46380,,46380; 46499; 46420,HUDDINGE,14102,BOX 2021,"Bolaget ska bedriva handel med livsmedel, antikviteter, kläder samt därmed förenlig verksamhet.",2010-09-29,active,,,,,,,,,
556821-8050,Bazar Outlet Strömstad AB,Bazar Outlet Strömstad AB,47631,,47631,GREBBESTAD,45702,BOX 125,"Aktiebolaget skall bedriva detalj- och grossisthandel, importera och exportera konsumentvaror inom produktområdet sportartiklar, konfektion samt därmed förenlig verksamhet.",2010-10-21,active,,,,,,,,,
556861-2252,Lundin & Schönberg AB,Lundin & Schönberg AB,46499,,46499,UPPSALA,75337,TUNAGATAN 67,Bolaget skall bedriva agentur- och postorderverksamhet samt e-handel företrädesvis avseende konsumtionsvaror och idka därmed förenlig verksamhet.,2011-08-15,active,,,,,,,,,
556867-0359,I-Sport Retail 7 AB,I-Sport Retail 7 AB,47631,,47631,FALKÖPING,52142,STORGATAN 22-26,Bolaget ska bedriva handel med sport- och fritidsartiklar samt förvalta fast och lös egendom och därmed förenlig verksamhet.,2011-10-07,active,,,,,,,,,
556852-7963,Timmerland Byggnad & snickeri AB,Timmerland Byggnad & snickeri AB,46170,,46170,SOLLENTUNA,19122,BOX 112,"Byggnadsentreprenad, byggande och reparation av hus. Partihandel med livsmedel.",2011-05-13,active,,,,,,,,,
556846-9083,DAMIA INTERNATIONAL AB,DAMIA INTERNATIONAL AB,46649,,46649,GÖTEBORG,41670,UDDEVALLAPLATSEN 2 D,Bolaget ska bedriva import och export av livsmedelsprodukter och därmed förenlig verksamhet.,2011-03-22,active,,,,,,,,,
556847-8902,Rolling by AB,Rolling by AB,46712,,46712; 47811; 49420; 56110,TUMBA,14743,TRÄDGÅRDSVÄGEN 25,Bolaget ska bedriva restaurang och matförsäljning därmed förenlig verksamhet samt åkeriverksamhet och person och gods transporter,2011-03-29,active,,,,,,,,,
556849-1145,Sally Co Import och Export AB,Sally Co Import och Export AB,47112,,47112; 47242; 47260; 47621; 47552,KRISTINEHAMN,68151,VELAMSGATAN 4,"Bolaget ska bedriva import- och exporthandel med guld, silver, hälsokost, accessoarer, natur hälsomedel, make up och beautyartiklar samt annan däremd förenlig verksamhet.",2011-04-08,active,,,,,,,,,
556883-6802,Reliqua AB,Reliqua AB,46460,,46460,SKELLEFTEÅ,93129,KANALGATAN 45 B,Aktiebolaget ska bedriva uthyrning av friskvårdsprodukter samt därmed förenlig verksamhet.,2012-02-08,active,,,,,,,,,
556885-1058,Unibody AB,Unibody AB,46420,,46420,BORÅS,50435,GÖTEBORGSVÄGEN 10 B 4:DE VÅN.,Bolaget ska bedriva partihandel med kläder samt därmed förenlig verksamhet.,2012-02-22,active,,,,,,,,,
556867-0656,I-Sport Retail 80 AB,I-Sport Retail 80 AB,47631,,47631; 47711; 47721,VÄSTERÅS,72138,KRANKROKSGATAN 17,Bolaget ska bedriva handel med sport- och fritidsartiklar samt förvalta fast och lös egendom och därmed förenlig verksamhet.,2011-10-10,active,,,,,,,,,
556867-0979,Tommy SB Produkter AB,Tommy SB Produkter AB,47521,,47521,VÄXJÖ,35240,GAMLA VÄGEN 15,Bolaget skall bedriva handel med byggprodukter samt därmed förenlig verksamhet.,2011-10-10,active,,,,,,,,,
556872-0402,The GreenGroup AB,The GreenGroup AB,46390,,46390; 70200,FARSTA,12361,LINGVÄGEN 181,Export och import av varor och tjänster inom miljövänlig bilvård. Bilvård och bilverkstad. Bemanning och uthyrning av personal. Restaurangverksamhet.,2011-11-16,active,,,,,,,,,
556889-3092,Lite Kalabalik Sweden AB,Lite Kalabalik Sweden AB,47712,,47712,MALMÖ,21158,MÄSTER ERIKS PLAN 12,"Bolaget designar, importerar och säljer accessoarer och heminredningsprodukter.",2012-03-30,active,,,,,,,,,
556860-4960,Hydraulkompaniet AB,Hydraulkompaniet AB,47522,,47522; 47811; 95320,UMEÅ,90132,FÖRRÅDSVÄGEN 18,"Boalget skall bedriva försäljning av produkter, tjänster och utbildning inom områdena hydraulik, pneumatik, elektronik inom styr- och reglerteknik samt filtrering av gas och vätskor. Bolaget ska även driva handel och förvaltning av fastigheter och värdepapper och därmed förenlig verksamhet.",2011-08-04,active,,,,,,,,,
556861-6840,LUVIOL AB,LUVIOL AB,47811,,47811,YTTERBY,44251,HÖGSBOVÄGEN 5,"Föremålet för bolagets verksamhet är köpa och sälja motorfordon, personbilar, med tillbehör och båtar med tillbehör samt handel och förvaltning av värdepapper och fastigheter och därmed förenlig verksamhet.",2011-08-18,active,,,,,,,,,
556878-3434,Dreamalive AB,Dreamalive AB,46831,,46831,KÅGERÖD,26878,MELLANTORP 3790,"Föremålet för bolagets verksamhet är import och försäljning av marin utrustning och utbildning till privatpersoner och företag, konsultverksamhet med utveckling av personer och företag, behandling av personer med missbrukarproblem samt tjänster avseende transport, logistik och sjöfart och därmed förenlig verksamhet.",2011-12-22,active,,,,,,,,,
556884-7171,EM Järfälla Gross AB,EM Järfälla Gross AB,47112,,47112,JÄRFÄLLA,17543,ANDEBODAVÄGEN 345,"Livsmedelsbutik med handel av konserver, nötter, tobak, öl, frukt och grönt, kemikalier, livsmedelsvaror.",2012-02-17,active,,,,,,,,,
556885-7949,Charkkompaniet AB,Charkkompaniet AB,47220,,47220; 10850,ELDSBERGA,30597,KOMMUNALHUSVÄGEN 10,"Bolaget ska bedriva tillverkning, import och handel med charkuteriprodukter, fastighetsförvaltning samt därmed förenlig verksamhet.",2012-03-01,active,,,,,,,,,
556871-1211,Jan Patrik Ramsér AB,Jan Patrik Ramsér AB,47813,,47813,VEBERÖD,24764,LASTVÄGEN 4,"Föremålet för bolagets verksamhet är att bedriva handel, uthyrning och service av hästfordon samt annan därmed förenlig verksamhet.",2011-11-08,active,,,,,,,,,
556917-1183,Ljungskile Blommor AB,Ljungskile Blommor AB,47761,,47761,LJUNGSKILE,45930,VÄLLEBERGSVÄGEN 15,"Aktiebolaget ska bedriva - försäljning av inredningsprodukter, presentartiklar, trädgårdsväxter och trädgårdsprodukter, blommor och växter samt blomsterbinderi, - anläggning och skötsel av trädgårdar, - samt bedriva därmed förenlig verksamhet. Bolaget ska även äga och förvalta fast egendom, aktier, obligationer och andra därmed jämställda värdepapper.",2012-12-28,active,,,,,,,,,
