orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556282-9647,Industri- och Bostadsfastigheter i Sydsverige AB,Industri- och Bostadsfastigheter i Sydsverige AB,46831,,46831,HELSINGBORG,25368,TORBORNAVÄGEN 16,"Bolaget skall försälja byggnadsvaror, utföra och försälja entre- prenader inom byggbranschen samt förvärva aktier och andelar i andra företag, ävensom idka därmed förenlig verksamhet.",1986-09-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556289-0284,Jansson DataSystem Aktiebolag,Jansson DataSystem Aktiebolag,46501,,46501; 47401; 46472; 95101,HELSINGBORG,25220,KULLAGATAN 57,"Bolaget skall bedriva försäljning av dator- och kontors- utrustning, konsulttjänster och serviceverksamhet i anslutning härtill ävensom idka därmed förenlig verksamhet.",1986-12-11,active,,,http://www.janssondata.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/janssondata/helsingborg/ijkgsxfng | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,kontakt@janssondata.se,+4642324030,janssondata.se,,,,,,
556255-0334,NYEK Profilkläder Aktiebolag,NYEK Profilkläder Aktiebolag,46420,,46420,TYRESÖ,13549,OPALGÅNGEN 9,"Bolaget skall försälja kläder, textilvaror och reklamartiklar samt därmed förenlig verksamhet.",1985-03-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556259-1007,Företagspartner i Stockholm AB,Företagspartner i Stockholm AB,46831,,46831,TYRESÖ,13539,AXEL WENNERGRENS VÄG 2  LGH 1403,Aktiebolaget ska bedriva handel och tillverkning av aluminiumprodukter. Kontors och redovisningstjänster. Konsultverksamhet inom turism och resenäringen. Restaurang/Pubverksamhet.,1985-04-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556276-5809,JB:s Herr Aktiebolag,JB:s Herr Aktiebolag,47711,,47711,FALUN,79171,SLAGGATAN 13,"Bolaget skall bedriva detaljhandel med herrkonfektion, ävensom idka därmed förenlig verksamhet.",1986-04-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556311-4957,Tehuset Java Aktiebolag,Tehuset Java Aktiebolag,47272,,47272; 47123; 46370; 47552; 47122,LUND,22002,BOX 2045,"Bolaget ska bedriva självt eller genom dotterbolag bedriva handel med the, kaffe och konfektyr, presentartiklar och därmed förenlig verksamhet.",1987-11-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556318-8613,Redeko flowers AB,Redeko flowers AB,47551,,47551; 47552; 47761; 74130; 77330,STOCKHOLM,11440,NYBROGATAN 48,"Aktiebolaget ska bedriva handel inom kontors- och heminredning, elektronik, kläder- och accessoarer samt erbjuda konsultationer inom inredning samt härmed förenlig verksamhet. Bolaget ska även anordna event samt härmed förenlig verksamhet.",1988-02-08,active,,,http://www.redekoflowers.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/redeko-flowers-ostermalm/stockholm/cqtvbyhc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,redekoflowers.se,https://redekoflowers.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556312-6696,Bilhuset i Örebro AB,Bilhuset i Örebro AB,47811,,47811,ÖREBRO,70384,SKJUTBANEVÄGEN 4,Bolaget skall bedriva handel med bilar och biltillbehör samt finansiering av fordon ävensom idka därmed förenlig verksamhet.,1987-11-23,active,,,http://www.bilhuset.org,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bilhuset+i+%C3%B6rebro+ab/%C3%B6rebro/moovfagqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@bilhuset.org,+46 19 678 20 90; +46 900 1800,bilhuset.org,https://bilhuset.org,static,no,,,
556243-4190,CBSB i Tranås AB,CBSB i Tranås AB,46720,,46720,TRANÅS,57341,JÄGAREGATAN 27,"Bolaget skall bedriva försäljning av däck, bilar samt biltillbehör, handel med värdepapper och därmed förenlig verksamhet.",1984-05-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556219-7110,Tisken Fastighets AB,Tisken Fastighets AB,47523,,47523,FALUN,79161,ÖVRE KRONDIKSVÄGEN 19,Bolaget skall bedriva fastighetsförvaltning och därmed förenlig verksamhet samt hantering av värdepapper.,1982-08-19,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556220-9691,Tartara Guld och Silver Aktiebolag,Tartara Guld och Silver Aktiebolag,46480,,46480,YSTAD,27121,BOX 3,"Bolaget skall bedriva handel och tillverkning av smyckesföremål, handel med värdepapper samt idka därmed förenlig verksamhet.",1982-09-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556227-0321,Halda AB,Halda AB,46641,,46641; 46649,SOLLENTUNA,19181,KGK HOLDING AB,"Bolaget skall ha till föremål för sin verksamhet att bedriva import, export och tillverkning av elektroniska apparater företrädesvis för fordon, datautrustning samt dataprogram för bl.a fordon ävensom bedriva därmed förenlig verksamhet.",1983-03-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556248-6687,ELVACO Aktiebolag,ELVACO Aktiebolag,46641,,46641; 82990,KUNGSBACKA,43437,KABELGATAN 12,"Bolaget skall bedriva konstruktion, tillverkning och försäljning av el- och elektronikprodukter samt därmed förenlig verksamhet.",1984-10-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556261-9691,Jannerbergs Guldsmide AB,Jannerbergs Guldsmide AB,47771,,47771,TVÅÅKER,43277,HÖGRYD 7,"Föremålet för bolagets verksamhet är guldsmedsverksamhet, försäljning av smycken och därmed förenlig verksamhet.",1985-07-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556291-0264,Aneta Lighting AB,Aneta Lighting AB,46471,,46471; 27400,VÄXJÖ,35033,BOX 3064,"Bolaget skall driva tillverkning och försäljning av belysningsarmatur, idka fastighetsförvaltning och därmed förenlig verksamhet.",1987-01-09,active,,,https://www.aneta.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/aneta+lighting+ab/v%C3%A4xj%C3%B6/cptydcgvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,aneta.se,https://aneta.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556291-0421,PRETECT AB,PRETECT AB,46841,,46841,GÖTA,46335,TIMMERVÄGEN 1,Bolaget skall bedriva försäljning av säkerhetsprodukter samt idka därmed förenlig verksamhet.,1987-01-09,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556264-7544,Palfinger AB,Palfinger AB,46649,,46649,BORLÄNGE,78128,BOX 825,"Bolaget skall bedriva försäljning, montering och reparation av hydrauliska lyftkranar med tillbehör.",1985-09-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556297-3247,Escade Mode i Sjöbo Aktiebolag,Escade Mode i Sjöbo Aktiebolag,47711,,47711,SJÖBO,27530,VÄSTERGATAN 9,Bolaget skal bedriva detaljhandel med konfektionsvaror ävensom idka därmed förenlig verksamhet.,1987-04-24,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556302-1640,Tyglycka AB,Tyglycka AB,47510,,47510; 70200; 73300,ALUNDA,74792,INGVASTA 107,"Bolagets verksamhet är att tillverka och sälja tyger, sytillbehör och mönster för sömnad. Företaget kommer både att importera och exportera varor som är förenliga med bolagets verksamhet. Företaget kommer också att bedriva verksamhet inom PR och media, samt projektledning för affärsverksamhet och event.",1987-09-02,active,,,https://www.tyglycka.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tyglycka+ab/alunda/aptuyiac | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,tyglycka.se,https://tyglycka.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556265-3526,A. Hinricsson Aktiebolag,A. Hinricsson Aktiebolag,47722,,47722,GÖTEBORG,41116,KORSGATAN 20,Bolaget skall utöva försäljning av väskor och paraplyer och därmed förenlig verksamhet.,1985-09-26,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556284-7235,Contir AB,Contir Aktiebolag,46499,,46499; 46480,JÖNKÖPING,55003,BOX 3085,"Bolaget skall bedriva import- och exportverksamhet samt handel med ur, bijouterier, skrivmateriel, reklam- och presentartiklar, konst och antikviteter, ädelmetaller och värdepapper, ävensom idka därmed förenlig verksamhet.",1986-10-07,active,,,http://www.contir.nu/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/contir+ab/j%C3%B6nk%C3%B6ping/fangpxha | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,+46 36 18 56 56,contir.nu,http://contir.nu,static,no,,,
556300-2228,E. Andersson Lanthandel Aktiebolag,E. Andersson Lanthandel Aktiebolag,47112,,47112,ÖSTRA LJUNGBY,26471,BYVÄGEN 1,Bolaget skall bedriva detaljhandel med dagligvaror avseende livsmedel samt handel med värdepapper och därmed förenlig verksamhet.,1987-06-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556292-1295,Strålskydd Radiation Shielding Europe AB,Strålskydd Radiation Shielding Europe AB,46820,,46820; 23120; 46831,SOLNA,17168,CENTRALVÄGEN 6,"Bolaget bedriver tillverkning, förädling, försäljning och konsultation för byggnadsprodukter och inredning inom strålningsskydd, samt därmed förenlig verksamhet.",1987-02-19,active,,,https://stralskydd.com,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/stralskydd-radiaton-shielding-europe-ab/solna/jmpqrrrx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@stralskydd.com,,stralskydd.com,,,,,,
556315-8160,PFERD NORDIC AB,PFERD NORDIC AB,46841,,46841,LIDINGÖ,18150,STOCKHOLMSVÄGEN 18  7 TR,"Föremålet för bolagets verksamhet är försäljning och förmedling av maskiner och verktyg, utförande av därmed förbundna servicearbeten samt därmed förenlig verksamhet.",1988-02-02,active,,,http://www.pferd.com/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/pferd+nordic+ab/liding%C3%B6/nobyimno | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,order@pferd-vsm.se,,pferd.com,,,,,,
556287-4924,Torsten Bergströms Ur och Guld i Norrtälje Aktiebolag,Torsten Bergströms Ur och Guld i Norrtälje Aktiebolag,47771,,47771,NORRTÄLJE,76130,TULLPORTSGATAN 3,"Bolaget skall bedriva guldsmedsaffär med försäljning, reparationer och returmaterial av guldsmedsvaror samt äga och förvalta fast egendom och värdepapper ävensom idka därmed förenlig verksamhet.",1986-11-18,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556309-6790,Gävle Fiskredskap AB,Gävle Fiskredskap Aktiebolag,47631,,47631,GÄVLE,80291,UTMARKSVÄGEN 1 C,"Bolaget skall bedriva försäljning av båtar, båttillbehör och fiskeredskap ävensom idka därmed förenlig verksamhet samt äga och förvalta värdepapper och fast egendom.",1987-11-05,active,,,http://www.fiskredskap.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gavle-fiskredskap-ab/g%C3%A4vle/mqseemgop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@gavlefiskredskap.se,+46 26 51 05 00,fiskredskap.se,https://fiskredskap.se,static,no,cart; product_cards,static@https://fiskredskap.se:hasCart(urlPath:/varukorg) | static@https://fiskredskap.se:productCards(200),
556259-1635,MJW Mediqa AB,MJW Mediqa AB,46460,,46460,BORGHOLM,38792,VÄSTRA SÖRBYS BYGATA 6,"Föremålet för bolagets verksamhet ska vara marknadsföring, försäljning och utveckling av medicintekniska produkter och därmed förenlig verksamhet.",1985-05-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556273-2312,Alpha Plus Aktiebolag,Alpha Plus Aktiebolag,46380,,46380,FALUN,79144,ROXNÄSVÄGEN 6,Bolaget skall bedriva utbildning och försäljningsverksamhet samt grossist och detaljist inom naturmedicin- och miljövårdsområdet samt därmed förenlig verksamhet.,1986-05-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556275-0298,Agaton Aktiebolag,Agaton Aktiebolag,47711,,47711,VÄRMDÖ,13960,FÅGELBROSTIGEN 414,"Föremålet för bolagets verksamhet är att bedriva handel med kläder, antikviteter, konst och värdepapper samt äga och förvalta fastigheter och därmed förenlig verksamhet.",1986-04-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556292-2343,LO:s Bil i Västerås Aktiebolag,LO:s Bil i Västerås Aktiebolag,47811,,47811,VÄSTERÅS,72137,OMFORMARGATAN 16,Bolaget skall idka handel med bilar och bilreservdelar samt ser- vice och reparation av bilar samt därmed förenlig verksamhet.,1987-01-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556296-0194,Modellbyggarna i Umeå AB,Modellbyggarna i Umeå AB,47123,,47123,UMEÅ,90355,TVÄRÅGATAN 28,Aktiebolaget ska bedriva produktion och försäljning av modelljärnvägs- och landskapsmodeller (dioramor) för offentliga och privata miljöer samt bedriva internethandel med modelljärnvägs- och andra hobbyprodukter.,1987-04-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556298-1059,Bellis Blomsterhandel i Nybro AB,Bellis Blomsterhandel i Nybro AB,47761,,47761,NYBRO,38230,ENGSHYTTEGATAN 12,Bolaget skall bedriva blomsteraffär och därmed förenlig verksamhet.,1987-08-27,active,,,http://www.franssonsblommor.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/franssons-blommor/oskarshamn/joqqxxemn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+4649110143,franssonsblommor.se,,,,,,
556306-2172,IB Pack Aktiebolag,IB Pack Aktiebolag,46141,,46141; 46492,SKANÖR,23930,VÄSTERGATAN 42,"Bolaget skall bedriva handel med etiketter och maskinsystem, äga och förvalta aktier och andra värdepapper samt idka därmed förenlig verksamhet.",1987-10-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556240-5406,Skaraborgs Trädgårdsmaskiner Aktiebolag,Skaraborgs Trädgårdsmaskiner Aktiebolag,46610,,46610,LIDKÖPING,53133,WENNERBERGSVÄGEN 26,Bolaget skall bedriva partihandel med maskiner och verktyg för jordbruk inklusive traktorer samt idka därmed förenlig verksamhet.,1984-03-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556232-8962,Insigla AB,Insigla AB,46860,,46860; 59110; 64994,STOCKHOLM,11421,RUDDAMMSVÄGEN 19,"Bolaget skall bedriva verksamhet med produktion av media, försäljning av förslutningsmaterial, skötsel och underhåll av grönytor, fastighetsskötsel, uthyrning av kock, matlagning, matlagningskurser samt simundervisning. Bolaget skall även äga och förvalta värdepapper samt annan fast och lös egendom och därmed förenlig verksamhet.",1983-09-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556252-9874,Lindgrens Vapenaffär Aktiebolag,Lindgrens Vapenaffär Aktiebolag,47631,,47631,PERSTORP,28492,LÖNDALA 112,Bolaget skall bedriva handel med vapen och därmed förenlig verksamhet.,1985-01-17,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556255-5440,MTS Systems Norden Aktiebolag,MTS Systems Norden Aktiebolag,46641,,46641,ASKIM,43632,DATAVÄGEN 37 B,"Bolaget skall bedriva service och försäljning av utrustning för materialprovning, samt simuleringssystem för att bestämma material, komponenters eller produkters egenskaper genom provning samt därmed närliggande och förenlig verksamhet.",1985-03-11,active,,,http://www.mts.com,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mts-systems-norden-ab/askim/ntyyklszd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,mts.com,https://mts.com,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556256-8427,Jägaren & Falken förvaltning AB,Jägaren & Falken förvaltning AB,47692,,47692; 68201,HELSINGBORG,25231,LA COURS GATA 4,Bolaget ska bedriva fastighetsförvaltning och därmed förenlig verksamhet.,1985-02-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556262-4857,C-Profil Förläggningsmaterial Aktiebolag,C-Profil Förläggningsmaterial Aktiebolag,46502,,46502; 46433,HISINGS KÄRRA,42537,TAGENEVÄGEN 70,Bolaget skall bedriva försäljning av el- och elektronik- komponenter och därmed förenlig verksamhet.,1985-06-26,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556276-4216,Aktiebolaget Stig Myhr's,Aktiebolaget Stig Myhr's,47112,,47112,BRUKSVALLARNA,84697,WALLESVÄGEN 3,"Bolaget skall bedriva livsmedelshandel, byggverksamhet samt bedriva därmed förenlig verksamhet.",1986-04-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556307-3062,Herrljunga City Livs Aktiebolag,Herrljunga City Livs Aktiebolag,47112,,47112,HERRLJUNGA,52430,ÖSTRA PARKGATAN 1,Bolaget skall bedriva handel med dagligvaror ävensom idka därmed förenlig verksamhet.,1987-10-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556277-8075,"Motell Vip, Livs- & Bensinförsäljning Aktiebolag","Motell Vip, Livs- & Bensinförsäljning Aktiebolag",47112,,47112; 47300,MULLSJÖ,56591,BOTTNARYDSVÄGEN 1,Föremålet för bolagets verksamhet är detaljhandelsrörelse med livsmedel och drivmedel och därmed förenlig verksamhet.,1986-08-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556312-9526,Yappab Aktiebolag,Yappab Aktiebolag,47631,,47631,HALMSTAD,30290,SEGLAREGATAN 1 D,"Bolaget skall bedriva handel med sport- och fritidsartiklar, restaurang-, bar- och nattclubverksamhet, travsportverksamhet, värdepappersförvaltning, fastighetsförvaltning samt bedriva därmed annan förenlig verksamhet.",1987-11-23,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556317-8044,Guldsmed Carl-Erik Sandgren Aktiebolag,Guldsmed Carl-Erik Sandgren Aktiebolag,47771,,47771,KRISTIANSTAD,29130,HESSLEGATAN 3 A,Bolaget skall idka tillverkning och försäljning av guldsmeds- och juvelarbeten jämte därmed förenlig verksamhet.,1988-02-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556323-8327,Aktiebolaget Klaraviks Cykel,Aktiebolaget Klaraviks Cykel,47632,,47632,KARLSTAD,65468,SKIVEDSGATAN 1,Bolagets verksamhet ska vara att bedriva försäljning och reparationer av cyklar samt därmed förenlig verksamhet.,1988-05-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556312-1390,Norvida Aktiebolag,Norvida Aktiebolag,46321,,46321; 47112,STOCKHOLM,12006,BOX 92020,"Aktiebolaget ska bedriva handel med dagligvaror, livsmedel och värdepapper samt idka därmed förenlig verksamhet.",1987-11-26,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
